git_hash=55c2d9c;execution date=20240624_092201;;;
Cluster;Legal;Has Solution;Cluster Size;Max Length;Time;AccumulatedTime
0x27cfdbf9c_1;0;0;0;-1;5.41e-07;34294.5
0x11171fa973_0;0;0;0;-1;2.9e-07;34294.5
0x541ddd7f5_1;0;0;0;-1;5.21e-07;34294.5
0xda5cc4ed6_2;0;0;0;-1;2.81e-07;34294.5
0x67927772b_2;0;0;0;-1;5.91e-07;34294.5
0x52828170_1;1;1;662142;9;2083.34;36377.9
0x13f3812d2_0;0;0;0;-1;7.72e-07;36377.9
0xac704391_0;1;1;964;1;9.82728;36387.7
0xff7f772c6_1;0;0;0;-1;5.31e-07;36387.7
0x71e5fcf16_0;0;0;0;-1;9.51e-07;36387.7
0x2ded16784_0;0;0;0;-1;6.32e-07;36387.7
0x7aa0352a6_1;0;0;0;-1;4.21e-07;36387.7
0x986f91c2c_0;0;0;0;-1;2.053e-06;36387.7
0x8bd56d147_0;0;0;0;-1;7.12e-07;36387.7
0x100201a8e_0;0;0;0;-1;1.152e-06;36387.7
0xcbc292550_2;1;0;234;-1;13.6228;36401.3
0x67289bd82_1;1;0;234;-1;1.713e-06;36401.3
0x398079006_2;0;0;0;-1;4.1e-07;36401.3
0x40da72bb6_1;0;0;0;-1;6.41e-07;36401.3
0x8892dad0c_0;0;0;0;-1;9.92e-07;36401.3
0x715def0c2_1;0;0;0;-1;1.142e-06;36401.3
0x5a6956300_2;0;0;0;-1;4.91e-07;36401.3
0x472fd46a7_1;0;0;0;-1;19.3757;36420.7
0xe4f08cfb8_2;0;0;0;-1;9.92e-07;36420.7
0x13e8c0ba_1;0;0;0;-1;8.31e-07;36420.7
0x4ced142b_0;0;0;0;-1;5.31e-07;36420.7
0xfaa5490a6_1;0;0;0;-1;7.41e-07;36420.7
0xd604b4829_2;0;0;0;-1;6.51e-07;36420.7
0x111c1c71f9_0;0;0;0;-1;5.52e-07;36420.7
0x809536ae1_2;0;0;0;-1;7.11e-07;36420.7
0x74bfbd93b_1;0;0;0;-1;4.81e-07;36420.7
0x8fa312e03_1;1;1;13232;12;17.795;36438.5
0xc7cdbaf9b_2;0;0;0;-1;6.51e-07;36438.5
0x6515503c3_1;0;0;0;-1;2.1e-07;36438.5
0xf9720023_2;0;0;0;-1;2.3e-07;36438.5
0xdb2a4d617_0;0;0;0;-1;4.71e-07;36438.5
0x10883d37ba_2;0;0;0;-1;2.31e-07;36438.5
0xd0afc2cb4_1;0;0;0;-1;1.022e-06;36438.5
0x32470514a_0;0;0;0;-1;1.072e-06;36438.5
0x1d611e2f2_2;0;0;0;-1;3.71e-07;36438.5
0x98be094c7_2;0;0;0;-1;5.11e-07;36438.5
0x114bfb4a0f_2;0;0;0;-1;4.21e-07;36438.5
0x3cef8443b_1;0;0;0;-1;4.71e-07;36438.5
0xe28e6b310_0;0;0;0;-1;6.71e-07;36438.5
0x11ed48fd27_1;0;0;0;-1;4.91e-07;36438.5
0x2d4f2824f_1;0;0;0;-1;1.253e-06;36438.5
0x496c19551_0;0;0;0;-1;6.91e-07;36438.5
0xaa7f7c1e0_0;0;0;0;-1;5.61e-07;36438.6
0x9395ee96b_1;0;0;0;-1;7.71e-07;36438.6
0x553c50811_2;0;0;0;-1;6.21e-07;36438.6
0xad3b1f1d3_1;0;0;0;-1;7.11e-07;36438.6
0x6c1fe0bc_2;1;1;8304;12;23.3719;36461.9
0xfb288c32e_0;1;0;8304;-1;1.643e-06;36461.9
0x1ca73669c_0;0;0;0;-1;3.5e-07;36461.9
0x47a88927b_2;0;0;0;-1;3.31e-07;36461.9
0x7336ded00_2;0;0;0;-1;2.2e-07;36461.9
0xa3332f788_0;0;0;0;-1;2.31e-07;36461.9
0x1307acaba_2;0;0;0;-1;7.51e-07;36461.9
0x11fd4a04b9_1;0;0;0;-1;5.92e-07;36461.9
0x4a5e79e80_2;0;0;0;-1;3.6e-07;36461.9
0xb04f38a6f_1;0;0;0;-1;1.042e-06;36461.9
0x7479d062e_0;0;0;0;-1;2.21e-07;36461.9
0x98cc6e80_2;0;0;0;-1;4.61e-07;36461.9
0x1045236c90_1;0;0;0;-1;3.8e-07;36461.9
0x16a28778_2;0;0;0;-1;3.7e-07;36461.9
0x34b2bc403_2;0;0;0;-1;7.92e-07;36462
0x32940ff5_0;0;0;0;-1;3.61e-07;36462
0xcd56ea43c_2;0;0;0;-1;2.2e-07;36462
0xfb8246e8f_2;0;0;0;-1;4.71e-07;36462
0xdfff4277c_1;0;0;0;-1;5.11e-07;36462
0xb8bfca5cf_0;0;0;0;-1;3.3e-07;36462
0xea3ac6d81_0;0;0;0;-1;6.81e-07;36462
0xebb712ea2_1;0;0;0;-1;2.91e-07;36462
0x23d2d6440_2;0;0;0;-1;6.21e-07;36462
0x57523bbb3_1;0;0;0;-1;2.11e-07;36462
0xa97000d1_2;0;0;0;-1;5.21e-07;36462
0x1afa33523_0;0;0;0;-1;2.81e-07;36462
0x6a0c4042b_2;0;0;0;-1;2.2e-07;36462
0xb9d03e5b_2;0;0;0;-1;7.01e-07;36462
0x114d7532b2_1;0;0;0;-1;3.31e-07;36462
0x9b80cb64_2;0;0;0;-1;7.01e-07;36462
0xa41bc6628_2;0;0;0;-1;6.31e-07;36462
0x7bb6f8ea3_1;0;0;0;-1;7.31e-07;36462
0x192e7fc9e_0;0;0;0;-1;3.4e-07;36462
0xd35f1c6f1_2;0;0;0;-1;5.51e-07;36462
0x71c5a4fb0_1;0;0;0;-1;5.61e-07;36462
0x2c685ac5b_0;0;0;0;-1;8.52e-07;36462
0x50b745fd0_2;0;0;0;-1;7.81e-07;36462
0x45b9425ca_1;0;0;0;-1;8.31e-07;36462
0x1074117044_1;0;0;0;-1;3.71e-07;36462
0x5e22fe372_0;0;0;0;-1;9.12e-07;36462
0x10e5c25e6d_2;0;0;0;-1;5.31e-07;36462
0x3ce729494_0;0;0;0;-1;6.51e-07;36462
0xfed5551ea_0;0;0;0;-1;6.71e-07;36462
0x9af7ffd6c_0;0;0;0;-1;4.91e-07;36462
0x347bba01_0;0;0;0;-1;7.82e-07;36462
0x2c72d6af9_0;0;0;0;-1;1.463e-06;36462
0xe529a9729_0;0;0;0;-1;5.81e-07;36462
0xbc014c479_0;0;0;0;-1;5.41e-07;36462
0xebe1630f6_2;0;0;0;-1;4.71e-07;36462
0xd90dd6be4_1;0;0;0;-1;2.1e-07;36462
0x9ab8879d9_0;0;0;0;-1;3.1e-07;36462
0x3f568b670_1;0;0;0;-1;2.1e-07;36462
0x13c9db8d8_2;0;0;0;-1;4.51e-07;36462
0xa1db34238_1;0;0;0;-1;6.01e-07;36462
0xcb40a6edb_1;0;0;0;-1;9.31e-07;36462
0x109c567816_1;0;0;0;-1;3.11e-07;36462
0x70724803a_2;0;0;0;-1;8.42e-07;36462
0x264e378e6_0;1;1;8556;7;14.2202;36476.2
0x10050cf4d2_2;0;0;0;-1;9.01e-07;36476.2
0x5845c954c_1;1;0;2236;-1;90.1598;36566.4
0x11a5e6f8de_0;0;0;0;-1;8.41e-07;36566.4
0x30d77f98e_2;0;0;0;-1;5.21e-07;36566.4
0x1360c953c_0;0;0;0;-1;6.51e-07;36566.4
0x727b27b1d_2;0;0;0;-1;5.41e-07;36566.4
0xb095e3044_1;0;0;0;-1;2.11e-07;36566.4
0x16f574926_0;0;0;0;-1;2.7e-07;36566.4
0x91edee2a1_2;0;0;0;-1;5.11e-07;36566.4
0x568452460_2;0;0;0;-1;3.21e-07;36566.4
0xc26a97ca6_2;0;0;0;-1;2.2e-07;36566.4
0x110cc2962d_2;0;0;0;-1;5.91e-07;36566.4
0x9a912c23b_0;0;0;0;-1;1.062e-06;36566.4
0x5c5a642b0_0;0;0;0;-1;9.11e-07;36566.4
0x147b89f82_2;0;0;0;-1;4.31e-07;36566.4
0x6def1b23_1;0;0;0;-1;1.052e-06;36566.4
0x20a38cb0a_2;0;0;0;-1;7.81e-07;36566.4
0x215b10933_0;0;0;0;-1;6.81e-07;36566.4
0xeacf3f76_1;0;0;0;-1;6.61e-07;36566.4
0x6b24ebdaf_0;0;0;0;-1;8.01e-07;36566.4
0xa4be23a07_2;0;0;0;-1;5.91e-07;36566.4
0x5a4e9ab92_1;0;0;0;-1;7.72e-07;36566.4
0x27a05f30b_2;0;0;0;-1;3.1e-07;36566.4
0xb52670889_0;0;0;0;-1;8.62e-07;36566.4
0x11afb04e77_2;0;0;0;-1;4e-07;36566.4
0xac2b9afbb_0;0;0;0;-1;7.41e-07;36566.4
0x347a70576_1;0;0;0;-1;5.02553;36571.5
0x121acd34e8_2;0;0;0;-1;8.01e-07;36571.5
0x1c9d8fee0_2;0;0;0;-1;7.42e-07;36571.5
0x13a227af_0;1;1;2876;6;3.95286;36575.4
0xcea6a3bdf_1;0;0;0;-1;8.72e-07;36575.4
0x11dd75e0cf_0;0;0;0;-1;3.4e-07;36575.4
0x239b84280_1;0;0;0;-1;3.21e-07;36575.4
0xd8e656393_1;0;0;0;-1;9.52e-07;36575.4
0x5832dd5b9_0;0;0;0;-1;9.02e-07;36575.4
0xb86b27c1e_1;0;0;0;-1;6.21e-07;36575.4
0xfe82b79ab_1;0;0;0;-1;5.62e-07;36575.4
0xa2997f608_0;0;0;0;-1;2.91e-07;36575.4
0x11bcef0523_1;0;0;0;-1;6.91e-07;36575.4
0x117a70890d_0;0;0;0;-1;3.61e-07;36575.4
0xf5b3135c2_2;0;0;0;-1;2.4e-07;36575.4
0xeacfc1608_1;0;0;0;-1;2.51e-07;36575.4
0xe76e5891d_0;0;0;0;-1;2.7e-07;36575.4
0x1152379bf1_0;1;1;72488;12;12.8375;36588.3
0x108ddda362_1;0;0;0;-1;8.91e-07;36588.3
0x429974540_0;0;0;0;-1;9.52e-07;36588.3
0xe254560e0_1;0;0;0;-1;3.11e-07;36588.3
0x263264a91_2;0;0;0;-1;3.71e-07;36588.3
0x4a122d213_0;0;0;0;-1;7.41e-07;36588.3
0xcb7289257_0;0;0;0;-1;6.21e-07;36588.3
0x102014825c_2;0;0;0;-1;6.32e-07;36588.3
0x5027013a2_2;0;0;0;-1;6.41e-07;36588.3
0x19e17488_0;0;0;0;-1;2.91e-07;36588.3
0x9515cb95d_2;0;0;0;-1;7.91e-07;36588.3
0x10e89a049c_0;0;0;0;-1;6.11e-07;36588.3
0xc7e8fa0c5_0;0;0;0;-1;4.1e-07;36588.3
0xcea8fe45_2;0;0;0;-1;5.61e-07;36588.3
0x66878e4b_1;0;0;0;-1;7.41e-07;36588.3
0x1220e6ab1e_0;1;1;249509;9;294.133;36882.4
0x4f1880e2e_1;0;0;0;-1;2.475e-06;36882.4
0x1736df5bd_2;0;0;0;-1;5.31e-07;36882.4
0x81e3f863d_2;0;0;0;-1;5.31e-07;36882.4
0xdf733d8aa_2;0;0;0;-1;6.72e-07;36882.4
0x629aef14e_2;0;0;0;-1;2.81e-07;36882.4
0x21aeba7ad_2;0;0;0;-1;6.51e-07;36882.4
0xdde1a849d_0;0;0;0;-1;4.61e-07;36882.4
0xa2d185938_2;0;0;0;-1;2.1e-07;36882.5
0x117d97eea7_1;0;0;0;-1;4.5e-07;36882.5
0x21ac0ee4d_0;0;0;0;-1;9.32e-07;36882.5
0xe3ead6114_0;0;0;0;-1;5.21e-07;36882.5
0x11c369f20a_0;0;0;0;-1;5.91e-07;36882.5
0xb0b80c355_2;0;0;0;-1;5.41e-07;36882.5
0x63b07f348_0;0;0;0;-1;6.31e-07;36882.5
0xd39faa353_2;0;0;0;-1;5.91e-07;36882.5
0xeb505e7e2_2;0;0;0;-1;7.62e-07;36882.5
0x6d64cdfeb_0;0;0;0;-1;6.01e-07;36882.5
0x1d26c2773_0;0;0;0;-1;5.11e-07;36882.5
0xab4c4dd61_1;0;0;0;-1;6.62e-07;36882.5
0x5f4628aee_2;0;0;0;-1;3.91e-07;36882.5
0x1fbdd859b_0;0;0;0;-1;8.62e-07;36882.5
0x3b963ff56_0;0;0;0;-1;5.31e-07;36882.5
0xccaec9060_0;0;0;0;-1;5.91e-07;36882.5
0xa4c2f5894_2;0;0;0;-1;8.31e-07;36882.5
0x6894916f4_0;0;0;0;-1;5.21e-07;36882.5
0x4a67937a4_1;0;0;0;-1;6.51e-07;36882.5
0xea1bede8c_2;0;0;0;-1;121.013;37003.5
0x10db46e356_2;0;0;0;-1;6.31e-07;37003.5
0x15b5944db_2;0;0;0;-1;2.9e-07;37003.5
0xe0b3ec84a_1;0;0;0;-1;6.71e-07;37003.5
0x7235579a3_1;0;0;0;-1;5.01e-07;37003.5
0x12cff5ae8_2;0;0;0;-1;3e-07;37003.5
0x698712711_1;0;0;0;-1;6.22e-07;37003.5
0x89512d016_0;0;0;0;-1;2.81e-07;37003.5
0xe3b742395_1;0;0;0;-1;3.91e-07;37003.5
0x10e21cc49b_0;0;0;0;-1;6.41e-07;37003.5
0x6658f8d86_2;0;0;0;-1;1.83648;37005.3
0xa7154d015_1;0;0;0;-1;5.81e-07;37005.3
0x434c918c9_1;0;0;0;-1;4.51e-07;37005.3
0x5e3f98013_2;0;0;0;-1;6.72e-07;37005.4
0x11c9015503_2;0;0;0;-1;7.11e-07;37005.4
0x7a5cf9f17_2;0;0;0;-1;7.31e-07;37005.4
0xf29f1571f_0;0;0;0;-1;5.01e-07;37005.4
0x100d26f87f_2;0;0;0;-1;5.81e-07;37005.4
0xe2d03f2af_2;0;0;0;-1;3.01e-07;37005.4
0x131128cd5_2;0;0;0;-1;5.31e-07;37005.4
0xd9ea6165c_0;0;0;0;-1;2.6e-07;37005.4
0xa4676f233_0;0;0;0;-1;6.52e-07;37005.4
0xf4707edde_0;1;1;12432;26;17.2812;37022.6
0x1f0a8c7ab_1;0;0;0;-1;8.72e-07;37022.6
0xb0039e2b5_1;0;0;0;-1;7.82e-07;37022.6
0xca305bcbf_0;0;0;0;-1;3.91e-07;37022.6
0x1127753601_0;0;0;0;-1;6.61e-07;37022.7
0x7bb1afcbb_0;0;0;0;-1;4.31e-07;37022.7
0xa9d2ce183_1;0;0;0;-1;5.31e-07;37022.7
0x9d80b8425_0;0;0;0;-1;6.21e-07;37022.7
0x6af99fc13_0;0;0;0;-1;6.61e-07;37022.7
0x689c96a0d_0;0;0;0;-1;5.31e-07;37022.7
0xd0139ae0a_1;0;0;0;-1;4.61e-07;37022.7
0x965323d4a_1;0;0;0;-1;2.9e-07;37022.7
0x152174f9d_1;0;0;0;-1;3.71e-07;37022.7
0x62fe1c583_1;0;0;0;-1;4.31e-07;37022.7
0xc4e9cb5a9_1;0;0;0;-1;2.2e-07;37022.7
0xf0fa6f148_0;0;0;0;-1;1.283e-06;37022.7
0x739f48219_2;0;0;0;-1;9.72e-07;37022.7
0x4f8b6b610_2;0;0;0;-1;59.9984;37082.7
0xe0972b88_1;0;0;0;-1;1.122e-06;37082.7
0x9cf9fac1e_1;0;0;0;-1;1.072e-06;37082.7
0x72b68965d_2;0;0;0;-1;5.72e-07;37082.7
0x6a51adde9_1;0;0;0;-1;7.21e-07;37082.7
0xf048f824e_2;0;0;0;-1;6.72e-07;37082.7
0x4bd820bb7_1;0;0;0;-1;5.31e-07;37082.7
0x7e694d23_1;0;0;0;-1;0.540821;37083.2
0x94c282310_0;0;0;0;-1;5.11e-07;37083.2
0xbe42a67fd_2;0;0;0;-1;5.41e-07;37083.2
0xeed82e9cb_0;0;0;0;-1;4.41e-07;37083.2
0xb46241e7f_1;0;0;0;-1;6.61e-07;37083.2
0x1f5283903_0;0;0;0;-1;4.51e-07;37083.2
0x16d984268_1;0;0;0;-1;5.31e-07;37083.2
0x2618b5049_0;0;0;0;-1;4.11e-07;37083.2
0x1016270567_0;0;0;0;-1;5.92e-07;37083.2
0x378b042b8_1;0;0;0;-1;1.213e-06;37083.2
0x42f6257ba_2;0;0;0;-1;7.21e-07;37083.2
0xead3082a3_2;0;0;0;-1;6.22e-07;37083.2
0xe4f51b9e7_2;0;0;0;-1;5.31e-07;37083.2
0x9be9f1945_1;0;0;0;-1;7.01e-07;37083.2
0xf4a0701f_1;0;0;0;-1;2.1e-07;37083.2
0xf4e95c721_0;0;0;0;-1;5.01e-07;37083.2
0xaaac58e2e_2;0;0;0;-1;6.3787;37089.6
0x751d1ea01_2;0;0;0;-1;4.61e-07;37089.6
0xb5765b43b_2;0;0;0;-1;2.1e-07;37089.6
0x110095c87b_1;0;0;0;-1;4.81e-07;37089.6
0x11cad613cf_0;0;0;0;-1;4.61e-07;37089.6
0x43adb33be_1;0;0;0;-1;3.71e-07;37089.6
0x178ba9b8e_0;0;0;0;-1;4.51e-07;37089.6
0x9a2a39784_1;0;0;0;-1;2.81e-07;37089.6
0x802294657_2;0;0;0;-1;6.61e-07;37089.6
0x104cce0b8c_2;0;0;0;-1;5.62e-07;37089.6
0x2b4c35655_1;0;0;0;-1;1.002e-06;37089.6
0x75250c83d_2;0;0;0;-1;3.9e-07;37089.6
0xbd77a9a17_1;0;0;0;-1;2.1e-07;37089.6
0xf7bb8c5b6_1;0;0;0;-1;2.1e-07;37089.6
0xfd08ed34f_0;0;0;0;-1;4.81e-07;37089.6
0xc370ebe2b_0;0;0;0;-1;4.41e-07;37089.6
0x954c95fdd_1;0;0;0;-1;4.31e-07;37089.6
0x12232b87eb_1;0;0;0;-1;5.31e-07;37089.6
0x74d5a676_1;0;0;0;-1;2.1e-07;37089.7
0xa4a879d22_2;0;0;0;-1;2e-07;37089.7
0xb860bf457_0;0;0;0;-1;4.81e-07;37089.7
0xb7696a78a_1;0;0;0;-1;8.41e-07;37089.7
0x35e394802_0;0;0;0;-1;3.2e-07;37089.7
0xb69a77e19_0;0;0;0;-1;2.1e-07;37089.7
0xaf91b10b9_1;0;0;0;-1;2.2e-07;37089.7
0x5d6dd7452_0;0;0;0;-1;2.3e-07;37089.7
0x10e6ef4083_0;0;0;0;-1;2.2e-07;37089.7
0xb2e084c53_2;0;0;0;-1;5.81e-07;37089.7
0x8f461d7ce_2;0;0;0;-1;9.32e-07;37089.7
0x9abd5b90_2;0;0;0;-1;5.81e-07;37089.7
0x2fbb29a50_2;0;0;0;-1;5.71e-07;37089.7
0x9b1da9dd1_1;0;0;0;-1;3.41e-07;37089.7
0x9f90b5abc_1;0;0;0;-1;2.91e-07;37089.7
0x114a3331ca_2;1;1;78171;18;365.881;37455.6
0xa1f3d9b9d_1;0;0;0;-1;9.22e-07;37455.6
0x809fac44a_0;0;0;0;-1;4.5e-07;37455.6
0xa1f614dbe_1;0;0;0;-1;4.21e-07;37455.6
0xb46706e1f_1;0;0;0;-1;4.81e-07;37455.6
0x6b0488509_0;0;0;0;-1;3.51e-07;37455.6
0x80628423d_2;0;0;0;-1;5.82e-07;37455.6
0x235643318_2;0;0;0;-1;2.71e-07;37455.6
0x10e8facf50_2;0;0;0;-1;8.51e-07;37455.6
0xaea84ad60_1;0;0;0;-1;3.5e-07;37455.6
0x9843faf3_1;0;0;0;-1;4.21e-07;37455.6
0x10b2907506_1;0;0;0;-1;3.6e-07;37455.6
0xdf6f19ecd_1;0;0;0;-1;2.2e-07;37455.6
0x350c0eeec_2;0;0;0;-1;4.11e-07;37455.6
0x913f8c96a_0;0;0;0;-1;5.51e-07;37455.6
0x848277de2_0;0;0;0;-1;8.01e-07;37455.6
0x7d57a62a4_2;0;0;0;-1;4.91e-07;37455.6
0x8aec84e47_0;0;0;0;-1;3.31e-07;37455.6
0x6777c1faf_2;0;0;0;-1;3.3e-07;37455.6
0xfd1723b25_1;0;0;0;-1;3.8e-07;37455.6
0xc4334dad_1;0;0;0;-1;2.6e-07;37455.6
0x8e5b624e0_0;0;0;0;-1;3.9e-07;37455.6
0xca6978ff_0;1;1;1848;5;4.19756;37459.8
0x3827c275e_0;0;0;0;-1;9.52e-07;37459.8
0x58176cc88_0;0;0;0;-1;1.002e-06;37459.8
0xef80aa893_2;0;0;0;-1;6.31e-07;37459.8
0x12077e7865_2;0;0;0;-1;4.71e-07;37459.8
0xb2350c11c_0;0;0;0;-1;5.41e-07;37459.8
0x120cf71fd6_2;0;0;0;-1;5.81e-07;37459.8
0x1057436eed_2;0;0;0;-1;8.21e-07;37459.8
0x76854d60f_2;0;0;0;-1;5.21e-07;37459.8
0x1efb3ad60_1;0;0;0;-1;5.61e-07;37459.8
0x8f91b58bd_2;0;0;0;-1;7.61e-07;37459.8
0x7ca3e6dce_0;0;0;0;-1;6.21e-07;37459.8
0x796b34f5f_1;0;0;0;-1;5.51e-07;37459.8
0xe0cc970f3_0;0;0;0;-1;2.024e-06;37459.8
0xcae5a79d1_1;0;0;0;-1;8.72e-07;37459.8
0x112b5f9a5a_2;0;0;0;-1;6.01e-07;37459.8
0xf24501608_2;0;0;0;-1;5.61e-07;37459.8
0x122fd6a211_1;0;0;0;-1;5.61e-07;37459.8
0x2ab3f46d4_1;0;0;0;-1;5.71e-07;37459.8
0xa947a00f1_0;0;0;0;-1;8.61e-07;37459.8
0x2c7f3743d_2;0;0;0;-1;4.71e-07;37459.8
0x2759c7ee4_0;0;0;0;-1;3.51e-07;37459.8
0x2889b47d2_1;0;0;0;-1;8.52e-07;37459.8
0x64c1f2673_1;0;0;0;-1;6.71e-07;37459.8
0x17a1ef78b_2;0;0;0;-1;4.1e-07;37459.8
0xf284670a3_0;0;0;0;-1;4.01e-07;37459.8
0x58e2bc345_2;0;0;0;-1;3.41e-07;37459.8
0x1566b4b35_2;0;0;0;-1;5.81e-07;37459.8
0x6b73c0594_2;0;0;0;-1;7.81e-07;37459.8
0x69eb23cbd_0;0;0;0;-1;8.22e-07;37459.8
0xb737ff09c_2;0;0;0;-1;7.52e-07;37459.8
0xb86b8a049_2;0;0;0;-1;7.01e-07;37459.8
0x5af3bd873_2;0;0;0;-1;4.3e-07;37459.8
0xbf3ea3d3f_0;0;0;0;-1;3.41e-07;37459.8
0xb0490dca1_0;0;0;0;-1;5.61e-07;37459.8
0x101a53b7f6_1;0;0;0;-1;7.71e-07;37459.8
0xdf7f06e3_1;0;0;0;-1;5.41e-07;37459.8
0x48fe5634_1;0;0;0;-1;3.4e-07;37459.8
0x122410f7fd_0;0;0;0;-1;7.42e-07;37459.8
0x51387a3af_2;0;0;0;-1;3.21e-07;37459.8
0x698a8c5b3_2;0;0;0;-1;2.81e-07;37459.8
0x119448d190_2;1;1;14229;7;49.2355;37509.1
0x778869277_0;0;0;0;-1;1.432e-06;37509.1
0xf58d560ad_2;0;0;0;-1;7.63559;37516.7
0x36a06b1c9_0;0;0;0;-1;7.92e-07;37516.7
0xbb4fc571f_1;0;0;0;-1;6.52e-07;37516.7
0xa9a7237be_1;0;0;0;-1;5.2e-07;37516.7
0xa5e9d5e02_0;0;0;0;-1;6.42e-07;37516.7
0xccf48de47_1;0;0;0;-1;6.01e-07;37516.7
0x47ca94df9_2;0;0;0;-1;2.7e-07;37516.7
0xe3c0877a4_1;0;0;0;-1;3.31e-07;37516.7
0xa850cc8e1_0;0;0;0;-1;4.81e-07;37516.7
0x9df7b0d5c_1;0;0;0;-1;3.4e-07;37516.7
0x7cdf270ba_1;0;0;0;-1;2.81e-07;37516.7
0xd0554e629_1;0;0;0;-1;3.7e-07;37516.7
0xde8e26a6e_1;0;0;0;-1;0.303326;37517
0x10086f7086_0;0;0;0;-1;1.012e-06;37517
0xe2b31ddf8_2;0;0;0;-1;5.61e-07;37517
0x74b959dba_1;0;0;0;-1;7.21e-07;37517
0xa1dcb57c2_0;0;0;0;-1;4.6e-07;37517.1
0x32e6788e5_2;0;0;0;-1;5.91e-07;37517.1
0x106bf2173f_2;0;0;0;-1;7.62e-07;37517.1
0x74944e8ea_0;0;0;0;-1;4.3e-07;37517.1
0x8083fec57_2;0;0;0;-1;6.41e-07;37517.1
0x6866a97f0_1;0;0;0;-1;8.72e-07;37517.1
0xbb12cd0a5_1;0;0;0;-1;6.82e-07;37517.1
0x8877d9611_1;0;0;0;-1;5.92e-07;37517.1
0x6ede140db_2;0;0;0;-1;5.41e-07;37517.1
0xf230d591_2;0;0;0;-1;5.51e-07;37517.1
0x63b85d722_0;0;0;0;-1;3.4e-07;37517.1
0xbfdb44835_0;0;0;0;-1;8.51e-07;37517.1
0x102e59fd72_1;0;0;0;-1;6.31e-07;37517.1
0xb94547023_0;0;0;0;-1;3.91e-07;37517.1
0x4f82bfb1b_1;0;0;0;-1;9.11e-07;37517.1
0x10c524efd4_2;0;0;0;-1;6.01e-07;37517.1
0x11499cefbf_2;0;0;0;-1;5.92e-07;37517.1
0x5b8afe321_1;0;0;0;-1;4.71e-07;37517.1
0x1152ff72a4_2;0;0;0;-1;7.52e-07;37517.1
0xc702625e5_0;0;0;0;-1;3e-07;37517.1
0x81ad8b0c_1;0;0;0;-1;6.81e-07;37517.1
0x949c9f010_1;0;0;0;-1;9.22e-07;37517.1
0xd7f3d46b1_1;0;0;0;-1;8.92e-07;37517.1
0x1061185826_2;0;0;0;-1;2.1e-07;37517.1
0x19fcf3cc9_1;0;0;0;-1;2.71e-07;37517.1
0x30398de39_2;0;0;0;-1;2.11e-07;37517.1
0x8302da0c4_1;0;0;0;-1;3.31e-07;37517.1
0x2f797fc9a_2;0;0;0;-1;2.6e-07;37517.1
0x107755e48a_1;0;0;0;-1;2.01e-07;37517.1
0x1a7c4a3b6_1;0;0;0;-1;3.41e-07;37517.1
0xabd8096fa_1;0;0;0;-1;4.11e-07;37517.1
0x92b522c49_0;0;0;0;-1;4.01e-07;37517.1
0x1cdad37ec_0;0;0;0;-1;2.7e-07;37517.1
0x19f4c9ca3_1;0;0;0;-1;5.71e-07;37517.1
0x9e9613777_2;0;0;0;-1;9.72e-07;37517.1
0x9f24a3209_0;0;0;0;-1;8.72e-07;37517.1
0x163624a70_2;0;0;0;-1;2.21e-07;37517.1
0xaaab2065c_2;0;0;0;-1;0.674733;37517.8
0x700b0d8e3_0;0;0;0;-1;7.71e-07;37517.8
0x4d6f7038e_2;0;0;0;-1;2.31e-07;37517.8
0x144f8ec1c_1;0;0;0;-1;5.51e-07;37517.8
0x12263890ee_0;0;0;0;-1;4.1e-07;37517.8
0x52c9b63e6_0;0;0;0;-1;3.2e-07;37517.8
0xcc2fd163d_0;0;0;0;-1;4.21e-07;37517.8
0x10160ed368_2;0;0;0;-1;3.61e-07;37517.8
0x108245ca46_0;0;0;0;-1;3.7e-07;37517.8
0x573e88dd7_2;0;0;0;-1;9.52e-07;37517.8
0x4fc0f59f0_2;0;0;0;-1;7.42e-07;37517.8
0xc206a3a2a_0;0;0;0;-1;7.81e-07;37517.8
0x6fbfe5d82_2;0;0;0;-1;3.11e-07;37517.8
0x1f950efda_2;0;0;0;-1;8.21e-07;37517.8
0x51ed84194_0;0;0;0;-1;4.61e-07;37517.8
0x4021cae42_2;0;0;0;-1;2.31e-07;37517.8
0x776e7f091_2;0;0;0;-1;4.81e-07;37517.8
0x2e017dd0d_0;0;0;0;-1;4.81e-07;37517.8
0x114240ec3a_0;0;0;0;-1;6.21e-07;37517.8
0x43403e18e_1;0;0;0;-1;5.61e-07;37517.8
0xc5ec201b6_0;1;1;649;4;2.76766;37520.6
0x28ddfd5f4_0;0;0;0;-1;6.11e-07;37520.6
0x5f83eddcd_2;0;0;0;-1;5.31e-07;37520.6
0xf023fc7b6_2;0;0;0;-1;5.71e-07;37520.6
0xf1029a9af_0;0;0;0;-1;8.11e-07;37520.6
0xdb4d1f682_0;0;0;0;-1;4.71e-07;37520.6
0xcca27f9f2_0;0;0;0;-1;6.01e-07;37520.6
0x11c290090c_1;0;0;0;-1;5.31e-07;37520.6
0x2cbfb9e94_1;1;0;649;-1;1.693e-06;37520.6
0x1034dcec9c_0;0;0;0;-1;6.81e-07;37520.6
0xb64ca9cd4_1;0;0;0;-1;7.52e-07;37520.6
0x5b77d969b_2;0;0;0;-1;6.11e-07;37520.6
