git_hash=55c2d9c;execution date=20240624_092201;;;
Cluster;Legal;Has Solution;Cluster Size;Max Length;Time;AccumulatedTime
0x2bf0dd425_2;0;0;0;-1;3.6e-07;95804.3
0x24b18ee35_2;0;0;0;-1;0.462672;95804.7
0x2b14d3c3a_0;0;0;0;-1;5e-07;95804.7
0x11c84e9ea9_2;0;0;0;-1;4.71e-07;95804.7
0x11711662ee_1;0;0;0;-1;2e-07;95804.7
0x58282a511_2;0;0;0;-1;8.51e-07;95804.7
0x6807084f3_0;0;0;0;-1;2.7e-07;95804.8
0x83c68d1ad_2;0;0;0;-1;3.21e-07;95804.8
0x82a568f49_0;0;0;0;-1;3.01e-07;95804.8
0xbaacd30a5_1;0;0;0;-1;7.91e-07;95804.8
0x88de42c68_1;0;0;0;-1;4.31e-07;95804.8
0x6c13b5e8e_2;0;0;0;-1;3.61e-07;95804.8
0xb0905365e_2;0;0;0;-1;9.62e-07;95804.8
0xe2f3e6364_2;0;0;0;-1;3.31e-07;95804.8
0xfdb3cf7f7_2;0;0;0;-1;2e-07;95804.8
0xc1ab80213_2;0;0;0;-1;3.4e-07;95804.8
0x2ba95249_1;1;1;132832;15;239.091;96043.9
0x8ce704eac_2;0;0;0;-1;8.02e-07;96043.9
0xa6d13f6cc_2;0;0;0;-1;6.52e-07;96043.9
0x210633dd7_2;0;0;0;-1;3.41e-07;96043.9
0xd0e7a818c_0;0;0;0;-1;5.41e-07;96043.9
0x9dfcbc7d7_0;0;0;0;-1;6.11e-07;96043.9
0x9caa30c0f_1;0;0;0;-1;8.51e-07;96043.9
0xff8bebf42_1;0;0;0;-1;8.32e-07;96043.9
0xe9cf5fe8a_0;0;0;0;-1;9.02e-07;96043.9
0x910edce6_1;1;1;968;1;1.88588;96045.8
0xe0eef1473_0;0;0;0;-1;1.263e-06;96045.8
0x894b33985_1;0;0;0;-1;5.21e-07;96045.8
0xf212902be_0;0;0;0;-1;8.82e-07;96045.8
0x11b6abffe2_2;0;0;0;-1;6.21e-07;96045.8
0x9113d79f9_2;0;0;0;-1;6.41e-07;96045.8
0xf3575632d_2;1;1;193023;77;291.806;96337.6
0xdbe2e868b_2;0;0;0;-1;8.61e-07;96337.6
0x5704ba1da_1;0;0;0;-1;9.02e-07;96337.6
0x7671c08c2_0;0;0;0;-1;3.41e-07;96337.6
0xb8f2b9b6e_0;0;0;0;-1;3.51e-07;96337.6
0x2f80a23ee_2;0;0;0;-1;4.71e-07;96337.6
0x1196c2abd6_1;0;0;0;-1;4.01e-07;96337.6
0x16978206a_0;0;0;0;-1;2.21e-07;96337.6
0x12125089a9_2;0;0;0;-1;5.61e-07;96337.6
0x61f17331b_1;0;0;0;-1;9.41e-07;96337.6
0x76573fe86_2;0;0;0;-1;1.062e-06;96337.6
0x274cba57a_2;0;0;0;-1;3.31e-07;96337.6
0xeccb6fb23_1;0;0;0;-1;5.31e-07;96337.6
0x80c7dc0e8_1;0;0;0;-1;3.41e-07;96337.6
0xae720c920_2;0;0;0;-1;3.4e-07;96337.6
0x4850b091c_0;0;0;0;-1;4.51e-07;96337.6
0xb03ad4987_2;0;0;0;-1;3.8e-07;96337.6
0x9ded3fe7b_0;0;0;0;-1;2.21e-07;96337.6
0x39aade7a6_2;0;0;0;-1;3.2e-07;96337.6
0x1205faaa66_2;0;0;0;-1;4.01e-07;96337.6
0xfcd872490_2;0;0;0;-1;4.51e-07;96337.6
0xf1f435821_1;0;0;0;-1;7.81e-07;96337.6
0x1006c9f237_1;0;0;0;-1;2e-07;96337.6
0x20fb377c6_1;0;0;0;-1;5.71e-07;96337.6
0xc1075599b_2;0;0;0;-1;5.41e-07;96337.6
0x8c29c1742_1;0;0;0;-1;5.51e-07;96337.6
0xadf3542e2_0;0;0;0;-1;7.72e-07;96337.6
0x106fb6ce67_1;0;0;0;-1;3.21e-07;96337.6
0x11bca6ccb2_2;0;0;0;-1;4.91e-07;96337.6
0xa657db9d7_0;0;0;0;-1;4.01e-07;96337.6
0xe7d9e1369_2;0;0;0;-1;4.31e-07;96337.6
0xc95417bc_2;0;0;0;-1;4.11e-07;96337.6
0x2d6eee8df_2;0;0;0;-1;3.47006;96341.1
0x56c28c663_2;0;0;0;-1;39.0557;96380.2
0x95661c85d_1;0;0;0;-1;5.81e-07;96380.2
0x11b6b809e5_1;0;0;0;-1;3.41e-07;96380.2
0x26ebf1e0d_0;0;0;0;-1;9.12e-07;96380.2
0xb12641cb7_1;0;0;0;-1;5.31e-07;96380.2
0x3f277b1cd_1;0;0;0;-1;6.12e-07;96380.2
0x7cc2320cd_0;0;0;0;-1;3.2e-07;96380.2
0x260acd316_1;0;0;0;-1;3.21e-07;96380.2
0x6d2ce9192_0;0;0;0;-1;3.3e-07;96380.2
0x62aa2d77_0;0;0;0;-1;2.1e-07;96380.2
0xd416fe354_0;0;0;0;-1;9.11e-07;96380.2
0xf2ef53a87_2;0;0;0;-1;3.61e-07;96380.2
0x93e2b5ea3_2;0;0;0;-1;3.9e-07;96380.2
0x7955e0f5b_1;0;0;0;-1;3.5e-07;96380.2
0xc77721df5_2;0;0;0;-1;8.72e-07;96380.2
0x19547f0f1_0;0;0;0;-1;4.51e-07;96380.2
0x1c2919b38_2;0;0;0;-1;2.9e-07;96380.2
0xe2c68810a_2;0;0;0;-1;2.2e-07;96380.2
0x9549c5065_0;0;0;0;-1;6.51e-07;96380.2
0x8d8feb454_0;0;0;0;-1;8.42e-07;96380.2
0xcc73f5810_1;0;0;0;-1;2.1e-07;96380.2
0x354076921_2;0;0;0;-1;3.5e-07;96380.2
0x56ea2eb70_2;0;0;0;-1;1.202e-06;96380.2
0xd0c6362bd_0;0;0;0;-1;3.61e-07;96380.2
0x3320c0922_1;0;0;0;-1;3.51e-07;96380.2
0x11ca2b4828_2;0;0;0;-1;3.6e-07;96380.2
0x23ee9a0c2_2;0;0;0;-1;2.1e-07;96380.2
0x5a540eb60_2;0;0;0;-1;6.68207;96386.9
0x9f7a593e8_2;0;0;0;-1;1.002e-06;96386.9
0xeb6b5e3ff_2;0;0;0;-1;6.61e-07;96386.9
0x10a475a011_2;0;0;0;-1;2.21e-07;96386.9
0x11450c3368_1;0;0;0;-1;6.52e-07;96386.9
0xdebcfebbb_1;0;0;0;-1;8.82e-07;96386.9
0xb8dbc4fce_0;0;0;0;-1;8.22e-07;96386.9
0xb04cf4f3d_2;0;0;0;-1;4.81e-07;96386.9
0xd963dfa0_0;1;1;16760;1;32.7177;96419.6
0x921c4cf62_1;0;0;0;-1;9.12e-07;96419.6
0xcdc8b7be9_1;0;0;0;-1;1.072e-06;96419.7
0x107a3544f2_2;0;0;0;-1;4.21e-07;96419.7
0xa268e819_2;0;0;0;-1;7.31e-07;96419.7
0x1f85cc73f_2;0;0;0;-1;3.1e-07;96419.7
0xb271aaec7_0;0;0;0;-1;8.42e-07;96419.7
0xb76efdc2d_1;0;0;0;-1;1.011e-06;96419.7
0xa3d308356_2;0;0;0;-1;8.31e-07;96419.7
0x11991dce84_1;0;0;0;-1;0.488098;96420.2
0x6bb51451f_2;0;0;0;-1;6.61e-07;96420.2
0x1074e3c720_2;0;0;0;-1;5.61e-07;96420.2
0xe9381b0cc_1;0;0;0;-1;8.82e-07;96420.2
0x1e42681fb_1;0;0;0;-1;7.22e-07;96420.2
0x4dd986b1a_1;0;0;0;-1;7.21e-07;96420.2
0xc1d006b6e_2;0;0;0;-1;4.71e-07;96420.2
0x903e6d303_1;0;0;0;-1;7.62e-07;96420.2
0x411effecb_0;0;0;0;-1;3.71e-07;96420.2
0xad8392e12_1;0;0;0;-1;7.41e-07;96420.2
0x2d7690cdd_1;0;0;0;-1;5.21e-07;96420.2
0x7989bb0f9_2;0;0;0;-1;8.02e-07;96420.2
0x6e34c5402_0;0;0;0;-1;4.71e-07;96420.2
0x41170b7dd_2;0;0;0;-1;4.71e-07;96420.2
0x8c0f5be13_1;0;0;0;-1;9.61e-07;96420.2
0x110e8610ea_1;0;0;0;-1;7.71e-07;96420.2
0x78d95f42c_1;0;0;0;-1;7.11e-07;96420.2
0x8792b3003_1;0;0;0;-1;7.61e-07;96420.2
0x141c86ffe_0;0;0;0;-1;9.62e-07;96420.2
0x116fd27ddb_1;0;0;0;-1;7.62e-07;96420.2
0x998b52f5_2;0;0;0;-1;2.3e-07;96420.2
0x3bbbd68c5_2;0;0;0;-1;6.11e-07;96420.2
0x115162c9d6_0;0;0;0;-1;2.3e-07;96420.2
0xcdf72e5d9_2;0;0;0;-1;8.41e-07;96420.2
0x55630d51b_2;0;0;0;-1;1.012e-06;96420.2
0xa6a9db4a6_0;0;0;0;-1;4.31e-07;96420.2
0xaf6872626_0;0;0;0;-1;1.894e-06;96420.2
0x692aae2ae_1;0;0;0;-1;7.91e-07;96420.2
0x21c875efe_2;0;0;0;-1;4.41e-07;96420.2
0xbd1429af0_1;0;0;0;-1;8.92e-07;96420.2
0x3a16c6a8c_0;0;0;0;-1;3.6e-07;96420.2
0x17449d6cf_2;0;0;0;-1;4.2e-07;96420.2
0x23f471bb3_2;0;0;0;-1;8.51e-07;96420.2
0x43731ca05_0;0;0;0;-1;8.02e-07;96420.2
0x581f7c952_1;0;0;0;-1;9.12e-07;96420.2
0x4ed896e1e_0;0;0;0;-1;9.32e-07;96420.2
0x10d2c3e814_0;0;0;0;-1;3.61e-07;96420.2
0x11aafa26c2_0;0;0;0;-1;4.01e-07;96420.2
0xc1e20ccf6_0;0;0;0;-1;3.1e-07;96420.2
0xbe13282f5_1;0;0;0;-1;3e-07;96420.2
0x3fe58576_1;0;0;0;-1;9.71e-07;96420.2
0xe5da28847_0;0;0;0;-1;4.11e-07;96420.2
0x46602cd43_0;0;0;0;-1;7.11e-07;96420.2
0x1affd4cf3_0;0;0;0;-1;5.92e-07;96420.2
0xd599f7e78_1;0;0;0;-1;8.42e-07;96420.2
0x85493a18b_1;0;0;0;-1;4.51e-07;96420.2
0x69586da5a_1;0;0;0;-1;3.71e-07;96420.2
0x3f87e4324_1;0;0;0;-1;1.092e-06;96420.2
0x5c63622f2_2;0;0;0;-1;4.3e-07;96420.2
0x11a76f3077_1;0;0;0;-1;7.01e-07;96420.3
0x9282a74db_0;0;0;0;-1;2.2e-07;96420.3
0x7c7c6d90e_2;0;0;0;-1;3.61e-07;96420.3
0xc4e1500ab_1;0;0;0;-1;3.4e-07;96420.3
0x72a95a053_1;0;0;0;-1;3.31e-07;96420.3
0x16970aa8f_1;0;0;0;-1;3.41e-07;96420.3
0x7c678aa83_1;0;0;0;-1;3.11e-07;96420.3
0x48eaf07ec_1;0;0;0;-1;4.41e-07;96420.3
0xbe14dda_0;1;1;13713;14;14.1017;96434.4
0x56b6c1997_1;0;0;0;-1;4.91e-07;96434.4
0xc3282f6a6_1;0;0;0;-1;8.61e-07;96434.4
0x5956823ce_1;0;0;0;-1;6.21e-07;96434.4
0x10b71be11e_0;0;0;0;-1;8.32e-07;96434.4
0xd819a3b0b_2;0;0;0;-1;8.91e-07;96434.4
0xd433c979_1;0;0;0;-1;2.1e-07;96434.4
0x380672d34_0;1;1;19625;1;41.9541;96476.3
0xc4f07d265_2;0;0;0;-1;1.182e-06;96476.3
0x471d9632d_1;0;0;0;-1;2.4e-07;96476.3
0x61a372872_1;0;0;0;-1;2.81e-07;96476.3
0x55b3d7b07_2;0;0;0;-1;3.21e-07;96476.3
0x24f57fda1_0;0;0;0;-1;3.31e-07;96476.3
0xc878d7afb_1;0;0;0;-1;3.4e-07;96476.3
0x2e53fb2cb_2;0;0;0;-1;7.19174;96483.5
0x587092426_0;0;0;0;-1;1.052e-06;96483.5
0xf1ad996e8_0;0;0;0;-1;3.51e-07;96483.5
0x279c37731_1;0;0;0;-1;9.52e-07;96483.5
0xa2e834d29_2;0;0;0;-1;3.5e-07;96483.5
0x5748c5653_2;0;0;0;-1;3.71e-07;96483.6
0x9042fef_0;0;0;0;-1;8.21e-07;96483.6
0xeabc0c43d_0;0;0;0;-1;2.31e-07;96483.6
0x6960ebb8a_1;0;0;0;-1;2e-07;96483.6
0x7f6eb1ee3_2;0;0;0;-1;8.21e-07;96483.6
0x4f32d2b62_1;0;0;0;-1;6.41e-07;96483.6
0x8e61b43d_1;0;0;0;-1;5.71e-07;96483.6
0xb9cdc7247_0;0;0;0;-1;3.41e-07;96483.6
0xcc1245b2e_1;0;0;0;-1;5.21e-07;96483.6
0xdd9ddd0ee_2;0;0;0;-1;0.452551;96484
0x6e561011d_1;0;0;0;-1;7.21e-07;96484
0x11a6debc0_2;0;0;0;-1;3.11e-07;96484
0xecf8edc17_1;0;0;0;-1;9.12e-07;96484
0xbb0719ce2_0;0;0;0;-1;3.41e-07;96484
0x1002863f74_0;0;0;0;-1;3.51e-07;96484
0x1172cf1943_1;0;0;0;-1;3.41e-07;96484
0x89f3d713a_0;0;0;0;-1;2.3e-07;96484
0x5e03bdd8d_0;0;0;0;-1;4.91e-07;96484
0x10237cd5f2_2;0;0;0;-1;1.28686;96485.3
0xc73fe25c5_1;0;0;0;-1;7.51e-07;96485.3
0xe98403ec_0;0;0;0;-1;3.81e-07;96485.3
0xfe8faf7ef_0;0;0;0;-1;2.8e-07;96485.3
0x4f7f224d7_0;0;0;0;-1;3.91e-07;96485.3
0x52780b663_0;0;0;0;-1;5.92e-07;96485.3
0x92d461466_0;0;0;0;-1;6.41e-07;96485.3
0x9ebed6102_0;0;0;0;-1;5.01e-07;96485.3
0x6796d4163_1;0;0;0;-1;2.31e-07;96485.3
0xdfe333283_0;0;0;0;-1;6.71e-07;96485.3
0x10d7d3faf1_2;0;0;0;-1;2.11e-07;96485.3
0x478415501_2;0;0;0;-1;2.11e-07;96485.4
0x9e96d3032_0;0;0;0;-1;3.3e-07;96485.4
0x108cb619b5_1;0;0;0;-1;6.21e-07;96485.4
0xb4d627453_1;0;0;0;-1;3.6e-07;96485.4
0xee1e435d1_1;0;0;0;-1;2.11e-07;96485.4
0xafc00e6e4_2;0;0;0;-1;1.002e-06;96485.4
0x24b1f7d15_1;0;0;0;-1;2.7e-07;96485.4
0xbf93b8770_0;0;0;0;-1;4.91e-07;96485.4
0x2f475c66f_1;0;0;0;-1;7.31e-07;96485.4
0x5fa30056d_0;0;0;0;-1;6.11e-07;96485.4
0x67ebbcaf1_2;0;0;0;-1;7.01e-07;96485.4
0x5ffd49152_1;0;0;0;-1;6.51e-07;96485.4
0x2fe100898_1;0;0;0;-1;3.31e-07;96485.4
0x1413674a3_2;0;0;0;-1;2.11e-07;96485.4
0x4ca4cd37d_1;0;0;0;-1;8.32e-07;96485.4
0x9e79c2d1a_0;0;0;0;-1;6.91e-07;96485.4
0x34a5fb0e6_1;0;0;0;-1;6.31e-07;96485.4
0x35bb9aedf_2;0;0;0;-1;2.31e-07;96485.4
0xd409506cc_2;0;0;0;-1;2.1e-07;96485.4
0x38933ea19_1;0;0;0;-1;9.42e-07;96485.4
0x5194a7b11_0;0;0;0;-1;3.7e-07;96485.4
0x29301c072_0;0;0;0;-1;2.1e-07;96485.4
0xd41e0ca22_2;0;0;0;-1;2.1e-07;96485.4
0x479cf19b1_0;0;0;0;-1;6.01e-07;96485.4
0x52afc9f94_1;0;0;0;-1;5.41e-07;96485.4
0x6795cbbc8_0;0;0;0;-1;1.282e-06;96485.4
0x3f4ea3793_1;0;0;0;-1;3.5e-07;96485.4
0x741ebddd6_0;0;0;0;-1;3.91e-07;96485.4
0x489454d5b_0;0;0;0;-1;5.91e-07;96485.4
0x5adcfb456_0;0;0;0;-1;4.1e-07;96485.4
0xdc60b2e7b_1;1;1;126;3;1.24909;96486.7
0x81bc88ba1_0;0;0;0;-1;6.92e-07;96486.7
0xf3d2293d4_2;0;0;0;-1;2.3e-07;96486.7
0xde71970a0_1;0;0;0;-1;2.9e-07;96486.7
0x1310ef657_0;0;0;0;-1;3.81e-07;96486.7
0xc34566882_2;0;0;0;-1;0.693867;96487.4
0x12372cbc9_1;0;0;0;-1;8.22e-07;96487.4
0xf6ab71e96_0;0;0;0;-1;2.41e-07;96487.4
0xb60eb6996_1;0;0;0;-1;3.6e-07;96487.4
0x5f8454c7b_1;0;0;0;-1;3.6e-07;96487.4
0xb05a38b8b_1;0;0;0;-1;2.1e-07;96487.4
0x10414c8246_2;0;0;0;-1;3.91e-07;96487.4
0xbfb27a177_0;0;0;0;-1;5.91e-07;96487.4
0xbc51c1868_0;0;0;0;-1;1.002e-06;96487.4
0xb3e9cc104_1;0;0;0;-1;5.31e-07;96487.4
0x1d8405f8c_2;0;0;0;-1;5.71e-07;96487.4
0xac308aec1_2;0;0;0;-1;2.1e-07;96487.4
0x8ebdeb75e_0;0;0;0;-1;3.8e-07;96487.4
0x7e257523_2;0;0;0;-1;8.61e-07;96487.4
0x5f1480562_2;0;0;0;-1;2.11e-07;96487.4
0x7c2bbeea5_1;0;0;0;-1;9.21e-07;96487.4
0x10859515ff_0;0;0;0;-1;7.92e-07;96487.4
0x587be220f_1;0;0;0;-1;4.61e-07;96487.4
0x684edeb54_1;0;0;0;-1;8.71e-07;96487.4
0x1064e281d0_0;0;0;0;-1;2.11e-07;96487.4
0x2bd99eeb9_0;0;0;0;-1;3.91e-07;96487.4
0x9ca82fb9d_0;0;0;0;-1;3.81e-07;96487.4
0xf406ae5fe_2;0;0;0;-1;9.22e-07;96487.4
0x29224a6b6_0;0;0;0;-1;4.31e-07;96487.4
0xd27e346a2_2;0;0;0;-1;4.21e-07;96487.4
0x3c7e3f3f9_1;0;0;0;-1;3.51e-07;96487.4
0x36435578e_1;0;0;0;-1;8.81e-07;96487.4
0x42b8ce79d_1;0;0;0;-1;4.81e-07;96487.4
0x9506bf8a9_1;0;0;0;-1;5.31e-07;96487.4
0xc0395ace5_1;0;0;0;-1;5.21e-07;96487.4
0x2bdee479b_2;0;0;0;-1;6.51e-07;96487.4
0x3cb2495b5_2;0;0;0;-1;3.51e-07;96487.4
0x5ca8d4424_0;0;0;0;-1;3.51e-07;96487.4
0xd04599588_0;0;0;0;-1;2.3e-07;96487.4
0x4f116eaff_2;0;0;0;-1;4.91e-07;96487.4
0x12ab012e9_1;0;0;0;-1;2.1e-07;96487.4
0x98df376b8_2;0;0;0;-1;9.91e-07;96487.4
0x2eaefd4fd_0;0;0;0;-1;4.71e-07;96487.4
0x9099e2c36_0;0;0;0;-1;3.51e-07;96487.4
0x2ef492ed5_2;0;0;0;-1;3.01e-07;96487.4
0xc0a2f59bb_2;0;0;0;-1;8.92e-07;96487.4
0x22474ad25_1;0;0;0;-1;6.41e-07;96487.4
0xd6fd95807_0;0;0;0;-1;1.933e-06;96487.5
0x5877164da_1;0;0;0;-1;9.02e-07;96487.5
0x5bfc72abd_0;0;0;0;-1;4.71e-07;96487.5
0x4b80f2706_0;0;0;0;-1;3.9e-07;96487.5
0x6776a48c2_1;0;0;0;-1;9.72e-07;96487.5
0x9847eefd4_0;0;0;0;-1;3.51e-07;96487.5
0xe97da55cb_1;0;0;0;-1;8.22e-07;96487.5
0xef57902f4_1;0;0;0;-1;4.71e-07;96487.5
0x9e32aa3a3_1;0;0;0;-1;5.21e-07;96487.5
0x11160b9756_2;0;0;0;-1;3.71e-07;96487.5
0x3d3bbb361_2;0;0;0;-1;9.02e-07;96487.5
0xe07ec508_0;0;0;0;-1;3.6e-07;96487.5
0x73cb71b13_0;0;0;0;-1;3.41e-07;96487.5
0x2c64d9cfd_1;0;0;0;-1;2.21e-07;96487.5
0xeff386ee3_2;0;0;0;-1;4.01e-07;96487.5
0xbd1aaacea_0;0;0;0;-1;3.71e-07;96487.5
0xeed261b30_1;0;0;0;-1;8.31e-07;96487.5
0xe4e3062f3_2;0;0;0;-1;4.91e-07;96487.5
0x504016467_2;0;0;0;-1;2.31e-07;96487.5
0x100e232288_1;0;0;0;-1;2.3e-07;96487.5
0x3bb1ec813_1;0;0;0;-1;3.51e-07;96487.5
0x72c15d298_0;0;0;0;-1;3.51e-07;96487.5
0xf6d708e43_0;0;0;0;-1;3.51e-07;96487.5
0xf2a12cd77_2;0;0;0;-1;4.9e-07;96487.5
0x69ec4c272_0;0;0;0;-1;2.3e-07;96487.5
0xf584c9e71_2;0;0;0;-1;8.61e-07;96487.5
0xc9c0d373b_0;0;0;0;-1;3.71e-07;96487.5
0x638463979_1;0;0;0;-1;4.4e-07;96487.5
0xa4ed25a93_0;0;0;0;-1;8.72e-07;96487.5
0xb852e18f1_2;0;0;0;-1;2.31e-07;96487.5
0xc0d5bc9fd_1;0;0;0;-1;3.41e-07;96487.5
0x294f0b081_0;0;0;0;-1;9.21e-07;96487.5
0x95d9c4027_1;0;0;0;-1;2.21e-07;96487.5
0xe7262d23_1;0;0;0;-1;3.81e-07;96487.5
0x70ca5d0f1_0;0;0;0;-1;1.132e-06;96487.5
0xd45d0d2cc_2;0;0;0;-1;2.1e-07;96487.5
0xd0f24e356_0;0;0;0;-1;6.51e-07;96487.5
0x9782fea8f_1;0;0;0;-1;4.9e-07;96487.5
0x28bf3bc72_0;0;0;0;-1;4.01e-07;96487.5
0x2d5fd493e_1;0;0;0;-1;2.91e-07;96487.5
0x6921c9dc9_0;0;0;0;-1;9.92e-07;96487.5
0xbf7c3520c_2;0;0;0;-1;2.41e-07;96487.5
0x6dfdde68e_1;0;0;0;-1;3.41e-07;96487.5
0x3be29a40a_2;0;0;0;-1;8.82e-07;96487.5
0x71fd7667b_2;0;0;0;-1;4.11e-07;96487.5
0xb1508acf5_2;0;0;0;-1;3.91e-07;96487.5
0x10dc5765bd_0;0;0;0;-1;4.2e-07;96487.5
0x1cf6005b8_0;0;0;0;-1;4.71e-07;96487.5
0x4bfb7e653_1;0;0;0;-1;5.91e-07;96487.5
0xd09513dfa_0;0;0;0;-1;6.21e-07;96487.5
0xb52e11d4d_0;0;0;0;-1;5.01e-07;96487.5
0xbab97494e_1;0;0;0;-1;4.51e-07;96487.6
0xa7394ebd4_0;0;0;0;-1;5.61e-07;96487.6
0x4246a60ee_0;0;0;0;-1;6.21e-07;96487.6
0x11542f69b8_0;0;0;0;-1;3.6e-07;96487.6
0x7e6529037_0;0;0;0;-1;3.81e-07;96487.6
0x3304536e9_2;0;0;0;-1;3.21e-07;96487.6
0xf32cb93f0_2;0;0;0;-1;3.11e-07;96487.6
0x5e2591740_0;0;0;0;-1;8.52e-07;96487.6
0xb17d736ad_0;0;0;0;-1;3.1e-07;96487.6
0xe1f6a2213_2;0;0;0;-1;3.4e-07;96487.6
0xbcf9c5c26_1;0;0;0;-1;1.092e-06;96487.6
0x194382cce_2;0;0;0;-1;2.2e-07;96487.6
0x76268b4e3_0;0;0;0;-1;4.71e-07;96487.6
0xb79dfe2a4_2;0;0;0;-1;2.9e-07;96487.6
0xe5ed901f0_2;0;0;0;-1;4.81e-07;96487.6
0x22e7231a4_1;0;0;0;-1;1.312e-06;96487.6
0x1034810642_1;1;0;3018;-1;3.31473;96490.9
0x10dee21c01_0;0;0;0;-1;8.22e-07;96490.9
0xe881f92d7_2;0;0;0;-1;6.31e-07;96490.9
0xcabb67be1_0;0;0;0;-1;2.41e-07;96490.9
0xdc8b9fef0_2;0;0;0;-1;6.11e-07;96490.9
0xd1dbff674_2;0;0;0;-1;5.71e-07;96490.9
0xc02f575fd_1;0;0;0;-1;3.91e-07;96490.9
0x2ccfa1894_2;0;0;0;-1;2.21e-07;96490.9
0x175b27e36_0;0;0;0;-1;3.4e-07;96490.9
0x113fdbc3a0_1;0;0;0;-1;3.71e-07;96490.9
0x697e0cf71_1;0;0;0;-1;3.6e-07;96490.9
0x7feb6ce6b_2;0;0;0;-1;9.22e-07;96490.9
0xed71bc404_0;0;0;0;-1;4.3e-07;96490.9
0xbbf59a641_0;0;0;0;-1;2.5e-07;96490.9
0x6dc061c5f_1;0;0;0;-1;6.11e-07;96490.9
0x432633e9a_2;0;0;0;-1;2.7e-07;96490.9
0xf138fcc51_0;0;0;0;-1;6.52e-07;96490.9
0x81c778cd5_1;0;0;0;-1;5.81e-07;96490.9
0x4f0611e91_0;0;0;0;-1;2.21e-07;96490.9
0x8c5c62b1_1;0;0;0;-1;5.01e-07;96490.9
0xba735d59_0;0;0;0;-1;4.11e-07;96490.9
0x1c6792ce4_1;0;0;0;-1;7.41e-07;96490.9
0x36517b80f_0;0;0;0;-1;6.42e-07;96490.9
0x3f8d3e02d_1;0;0;0;-1;1.052e-06;96490.9
0x729a8d154_2;0;0;0;-1;2.31e-07;96490.9
0xa705055c3_2;0;0;0;-1;1.323e-06;96490.9
0x99b6a5267_0;0;0;0;-1;3.2e-07;96490.9
0x6b0983e82_1;0;0;0;-1;2.61e-07;96491
0x120f00fdc_1;0;0;0;-1;9.22e-07;96491
0xe1f03839a_2;0;0;0;-1;6.71e-07;96491
0xd1822321b_1;0;0;0;-1;2.21e-07;96491
0xda8f504a4_1;1;1;548040;15;1021.06;97512
0xb0dc9f7e2_1;0;0;0;-1;1.222e-06;97512
0xf73d7034_2;0;0;0;-1;2.01e-07;97512
0xbac901dfa_1;0;0;0;-1;3.2e-07;97512
0xe2f375976_0;0;0;0;-1;2.8e-07;97512
0x11517ad6_2;0;0;0;-1;4.01e-07;97512
0xf09b54439_1;0;0;0;-1;5.61e-07;97512
0x986ec7d3b_0;0;0;0;-1;9.62e-07;97512
0x1b1127246_0;0;0;0;-1;1.032e-06;97512
0x7b2a89af4_0;0;0;0;-1;3.11e-07;97512
0x55cf3b4cb_0;0;0;0;-1;8.92e-07;97512
0xdbbd46e7a_1;0;0;0;-1;2.4e-07;97512
0x78a16079b_2;0;0;0;-1;8.92e-07;97512
0xce5f111cc_2;0;0;0;-1;3.91e-07;97512
0x2b53f9280_0;0;0;0;-1;2e-07;97512
0x19eab935f_0;0;0;0;-1;3.41e-07;97512.1
0x10fdf9cba4_1;0;0;0;-1;4.21e-07;97512.1
0x1c17508c4_0;0;0;0;-1;2.3e-07;97512.1
0x354aa7cc6_0;0;0;0;-1;2.2e-07;97512.1
0x1144217dbe_0;0;0;0;-1;2.11e-07;97512.1
0xa598db837_2;0;0;0;-1;7.11e-07;97512.1
0xb07f76620_2;0;0;0;-1;5.81e-07;97512.1
0x10be824c21_2;0;0;0;-1;3.61e-07;97512.1
0x40a28a35b_1;0;0;0;-1;2.11e-07;97512.1
0xa16158fa6_0;0;0;0;-1;2.21e-07;97512.1
0x970b65625_0;0;0;0;-1;6.71e-07;97512.1
0xc97a7f340_2;0;0;0;-1;1.052e-06;97512.1
0x8a6311e47_1;0;0;0;-1;1.08236;97513.2
0xd716df20b_1;0;0;0;-1;6.31e-07;97513.2
0x9ba8b7cd1_2;0;0;0;-1;9.12e-07;97513.2
0x5f7b58e58_2;0;0;0;-1;3.8e-07;97513.2
0x115ea4f6fd_0;0;0;0;-1;9.32e-07;97513.2
0xe98b33068_0;0;0;0;-1;7.32e-07;97513.2
0x90b161e5d_1;0;0;0;-1;4.71e-07;97513.2
0x89b46e51e_1;0;0;0;-1;3.91e-07;97513.2
0xbc77207e3_0;0;0;0;-1;3.4e-07;97513.2
0x379c26a84_2;0;0;0;-1;1.9e-07;97513.2
0x95d8dc4c5_2;0;0;0;-1;3.3e-07;97513.2
0x3f76c13ea_1;0;0;0;-1;6.71e-07;97513.2
0x4bc13d75c_1;0;0;0;-1;4.51e-07;97513.2
0xad8b9d614_0;0;0;0;-1;2.3e-07;97513.2
0x101793fa36_1;0;0;0;-1;6.01e-07;97513.2
0xe85e21f99_2;0;0;0;-1;4.61e-07;97513.2
0x5769fa1b_0;0;0;0;-1;2e-07;97513.2
0x124b8e76d_2;0;0;0;-1;4.21e-07;97513.2
0x587c23ec0_2;0;0;0;-1;7.22e-07;97513.2
0xe052ce0b6_2;0;0;0;-1;6.11e-07;97513.2
0x3160d19ae_0;0;0;0;-1;5.41e-07;97513.2
0x10282a0000_0;0;0;0;-1;9.31e-07;97513.2
