git_hash=55c2d9c;execution date=20240625_134721;;;
Cluster;Legal;Has Solution;Cluster Size;Max Length;Time;AccumulatedTime
0x1a5331b59_2;0;0;0;-1;3.11e-07;118873
0x7d446f577_0;0;0;0;-1;3.5e-07;118873
0x17e5bac84_0;0;0;0;-1;4.4e-07;118873
0x94cba8c2c_1;0;0;0;-1;8.21e-07;118873
0x119bcf2c6d_1;0;0;0;-1;4.71e-07;118873
0xc6b50abef_1;0;0;0;-1;9.72e-07;118873
0x44e35d2cc_2;0;0;0;-1;6.01e-07;118873
0x67b61f4bd_0;0;0;0;-1;4.41e-07;118873
0xc70b62ed2_0;0;0;0;-1;8.31e-07;118873
0xa4658e6d8_0;0;0;0;-1;3.31e-07;118873
0x5074fcbed_2;0;0;0;-1;1.91e-07;118873
0xbc99599d8_1;0;0;0;-1;2.1e-07;118873
0x5e08d46b7_2;0;0;0;-1;2e-07;118873
0xe472153cb_2;1;0;1128;-1;12.564;118886
0xc8cffd889_1;0;0;0;-1;8.12e-07;118886
0x3a97a42ff_0;0;0;0;-1;7.42e-07;118886
0x701363c41_2;0;0;0;-1;4.7e-07;118886
0x6e6bfed87_0;0;0;0;-1;5.11e-07;118886
0x1082301397_0;0;0;0;-1;6.81e-07;118886
0x7f2b1048_0;0;0;0;-1;6.51e-07;118886
0x8d7b897dd_0;0;0;0;-1;2.6e-07;118886
0x9b33f57c_2;0;0;0;-1;7.42e-07;118886
0xf348ad9bd_1;0;0;0;-1;4.41e-07;118886
0x5dc95cd64_2;0;0;0;-1;1.012e-06;118886
0xbd324736a_1;0;0;0;-1;4.21e-07;118886
0x74e4c1d04_0;0;0;0;-1;3.51e-07;118886
0x237d5edca_2;0;0;0;-1;8.21e-07;118886
0x6d940cb67_1;0;0;0;-1;5.01e-07;118886
0x105fb21ba6_2;0;0;0;-1;2.81e-07;118886
0xb04587b45_2;0;0;0;-1;2.1e-07;118886
0x357529c08_0;0;0;0;-1;2.2e-07;118886
0x867a5a154_2;0;0;0;-1;3.71e-07;118886
0x9c767d63f_1;0;0;0;-1;2.2e-07;118886
0x147c5d2f_2;0;0;0;-1;4.2e-07;118886
0x64edd3bd7_0;0;0;0;-1;8.82e-07;118886
0x17f261f95_2;0;0;0;-1;5.21e-07;118886
0x40d24e332_1;0;0;0;-1;2.51e-07;118886
0x51f4f2e1f_1;0;0;0;-1;3.51e-07;118886
0x222aa9898_2;0;0;0;-1;2.9e-07;118886
0x5a9e6a166_1;0;0;0;-1;2.2e-07;118886
0x2fe25d324_1;0;0;0;-1;4.5e-07;118886
0x10ee8cc0f2_1;0;0;0;-1;2.21e-07;118886
0xde4b7343c_2;0;0;0;-1;3.61e-07;118886
0x5fdd62225_0;0;0;0;-1;2.2e-07;118886
0x8f25887c6_1;0;0;0;-1;2e-07;118886
0x46e0f576e_0;0;0;0;-1;4.81e-07;118886
0x88f8fb5f8_0;0;0;0;-1;5.71e-07;118886
0x101d6b4e2e_2;0;0;0;-1;3.81e-07;118886
0x306905639_1;0;0;0;-1;6.61e-07;118886
0x11ac0f7eca_0;0;0;0;-1;4.31e-07;118886
0xfb556fa3a_1;0;0;0;-1;1.0295;118887
0x6da6d1e98_0;0;0;0;-1;7.21e-07;118887
0xb6841fd78_0;0;0;0;-1;4.51e-07;118887
0x7ef81340f_2;0;0;0;-1;6.71e-07;118887
0x8fcab1fc5_1;0;0;0;-1;6.51e-07;118887
0xb14e443a7_1;0;0;0;-1;3.51e-07;118887
0x100ff8daff_0;0;0;0;-1;1.8e-07;118887
0x116500c2ff_2;0;0;0;-1;3.11e-07;118887
0xf42cab2d6_2;0;0;0;-1;1.833e-06;118887
0x1080503a73_1;0;0;0;-1;2.21e-07;118887
0xe28d8f932_0;0;0;0;-1;3.1e-07;118887
0x14cb9964b_1;0;0;0;-1;7.01e-07;118887
0x1200547af_1;0;0;0;-1;5.91e-07;118887
0xdcdbb921b_0;0;0;0;-1;5.61e-07;118887
0x3694a8b20_2;0;0;0;-1;6.31e-07;118887
0x8b94395ed_0;0;0;0;-1;6.41e-07;118887
0xdbf64faf3_0;1;1;19501;7;39.4266;118926
0x11ff5d4abb_1;0;0;0;-1;1.082e-06;118926
0x10d264458c_1;0;0;0;-1;6.31e-07;118926
0x8a438db47_2;0;0;0;-1;7.62e-07;118926
0xae454774b_1;0;0;0;-1;7.71e-07;118926
0x5320e357a_1;0;0;0;-1;3.91e-07;118926
0x12eb6f2b9_1;0;0;0;-1;5.61e-07;118926
0x732f6f318_1;0;0;0;-1;2.99218;118929
0x6ae0c237_0;0;0;0;-1;5.11e-07;118929
0x69a659ec8_1;0;0;0;-1;8.22e-07;118929
0xf69bfaf09_0;0;0;0;-1;5.61e-07;118929
0xf98776b2c_2;0;0;0;-1;3.81e-07;118929
0xde41ac56c_0;0;0;0;-1;6.61e-07;118929
0x1cb37c526_2;0;0;0;-1;5.81e-07;118929
0xef3b9491a_0;0;0;0;-1;4.51e-07;118929
0x9045093bb_0;0;0;0;-1;5.01e-07;118929
0xedc5c798a_0;0;0;0;-1;3.41e-07;118929
0x2d2da49cc_1;0;0;0;-1;2.7e-07;118929
0xcfc9b944b_1;0;0;0;-1;3.5e-07;118929
0x11f99a790f_1;0;0;0;-1;5.81e-07;118929
0xc41f0c21d_0;1;1;21444;10;14.0322;118943
0x687526c92_2;0;0;0;-1;1.072e-06;118943
0xbb8e8e185_2;0;0;0;-1;6.61e-07;118943
0x111f2232a_2;0;0;0;-1;0.919034;118944
0x11bd04640d_2;0;0;0;-1;7.41e-07;118944
0x29d1ff24c_1;0;0;0;-1;4.83133;118949
0x10d07dee5_1;0;0;0;-1;6.61e-07;118949
0x116f2500f0_2;0;0;0;-1;6.51e-07;118949
0xb3e95b24b_0;0;0;0;-1;4.91e-07;118949
0x8c3adab4b_0;0;0;0;-1;3.5e-07;118949
0x7f5f54ae8_0;0;0;0;-1;4.41e-07;118949
0x90775b20_1;0;0;0;-1;3.5e-07;118949
0xd90e92d5b_2;0;0;0;-1;4.31e-07;118949
0x9d57f748e_2;0;0;0;-1;3.91e-07;118949
0x110abb65d9_2;0;0;0;-1;6.01e-07;118949
0x625b61dd6_0;0;0;0;-1;7.21e-07;118949
0xc94ab527e_0;0;0;0;-1;6.51e-07;118949
0xad7664ec3_1;0;0;0;-1;4.81e-07;118949
0xff71285f_2;0;0;0;-1;4.1e-07;118949
0xe1e778daf_2;0;0;0;-1;7.01e-07;118949
0x7ab6de6d8_0;0;0;0;-1;6.71e-07;118949
0xaa374fc8_2;0;0;0;-1;6.01e-07;118949
0xeaf24c795_1;0;0;0;-1;5.51e-07;118949
0xb760b1716_2;0;0;0;-1;3.3e-07;118949
0x99c3acef5_2;0;0;0;-1;3.8e-07;118949
0xea479cb16_0;0;0;0;-1;4.11e-07;118949
0xdfa9ad529_1;0;0;0;-1;2.01e-07;118949
0x112545b6a0_0;1;1;430935;14;976.711;119926
0x73feb37e2_0;0;0;0;-1;8.61e-07;119926
0x1062045452_1;0;0;0;-1;5.31e-07;119926
0x95f54a798_0;0;0;0;-1;5.41e-07;119926
0x665c62ee1_2;0;0;0;-1;3.81e-07;119926
0x3df63dc70_2;0;0;0;-1;5.21e-07;119926
0xabf1d7fce_0;0;0;0;-1;2.71e-07;119926
0x5c17f1788_1;0;0;0;-1;2.81e-07;119926
0x1eb7e6fd1_1;0;0;0;-1;2.9e-07;119926
0xad16f5fa3_0;0;0;0;-1;2.41e-07;119926
0x9aaf2cb06_1;0;0;0;-1;2.01e-07;119926
0xd466db8bd_2;0;0;0;-1;2.11e-07;119926
0xbad244d74_0;0;0;0;-1;5.71e-07;119926
0x95035dc3f_0;0;0;0;-1;5.01e-07;119926
0xafdff8d2e_1;0;0;0;-1;8.52e-07;119926
0x3372db622_2;0;0;0;-1;3.8e-07;119926
0xd65e15d23_0;0;0;0;-1;6.02e-07;119926
0x8eb0b8d1d_1;0;0;0;-1;6.41e-07;119926
0xc9f711051_2;0;0;0;-1;4.51e-07;119926
0xbc1bd1082_1;0;0;0;-1;4e-07;119926
0x532a6fcc7_1;0;0;0;-1;4.21e-07;119926
0x5e5eec76e_2;0;0;0;-1;7.81e-07;119926
0x171dfeaed_2;0;0;0;-1;3.81e-07;119926
0xa1dd1a93c_0;0;0;0;-1;7.41e-07;119926
0x4d2337cb8_2;0;0;0;-1;6.82e-07;119926
0x9b516c17a_1;0;0;0;-1;6.31e-07;119926
0x1cb711a2f_1;0;0;0;-1;5.82e-07;119926
0x812db7c1d_1;0;0;0;-1;6.11e-07;119926
0x2f31cd71c_0;0;0;0;-1;3.4e-07;119926
0xdf6c81967_2;0;0;0;-1;6.21e-07;119926
0x38257c00d_2;0;0;0;-1;4.5e-07;119926
0xba6170980_0;0;0;0;-1;4.21e-07;119926
0x15d68f39e_0;0;0;0;-1;3.39533;119929
0x46b0208d8_1;0;0;0;-1;7.71e-07;119929
0x758104d82_2;0;0;0;-1;6.41e-07;119929
0x6d7fe6c26_0;0;0;0;-1;2.91e-07;119929
0x10c5b87e80_1;0;0;0;-1;3.3e-07;119929
0x343169c65_1;0;0;0;-1;3.4e-07;119929
0xefaa31608_1;0;0;0;-1;3.2e-07;119929
0x94b3255c8_2;0;0;0;-1;3.21e-07;119929
0x4da9ad6f0_1;0;0;0;-1;3.31e-07;119929
0x1176938989_2;0;0;0;-1;2.21e-07;119929
0xde4dbb8da_2;0;0;0;-1;3.1e-07;119929
0xe6387a4b9_1;0;0;0;-1;3.31e-07;119929
0xf3db3e4f_1;0;0;0;-1;3.21e-07;119929
0x1184a4bba4_2;0;0;0;-1;3.3e-07;119929
0x9eb3cc765_2;0;0;0;-1;3.31e-07;119929
0x1436181c7_0;0;0;0;-1;3.31e-07;119929
0x8de319ad8_2;0;0;0;-1;3.71e-07;119929
0x43effccbc_0;0;0;0;-1;3.51e-07;119929
0x5a909f1bd_0;0;0;0;-1;6.92e-07;119929
0xf3c9d6fa2_2;0;0;0;-1;5.51e-07;119929
0x1212d4c9e0_1;0;0;0;-1;5.62e-07;119929
0xa9224aa1_0;0;0;0;-1;2.1e-07;119929
0x83eb947e6_0;0;0;0;-1;2.61e-07;119929
0xa1beacb9_1;0;0;0;-1;1.91e-07;119929
0x3ef40c173_2;0;0;0;-1;6.71e-07;119929
0xcc6f7056b_0;0;0;0;-1;6.11e-07;119929
0x2e8ea984c_1;0;0;0;-1;1.332e-06;119929
0x4746cb612_0;0;0;0;-1;3.7e-07;119929
0xed5b31d07_2;0;0;0;-1;6.41e-07;119929
0x6aab13fb1_0;0;0;0;-1;5.81e-07;119929
0x1fff2c849_0;0;0;0;-1;6.21e-07;119929
0xbf6e601da_0;0;0;0;-1;6.61e-07;119929
0xe38df0ac_1;0;0;0;-1;1.313e-06;119929
0x541094553_2;0;0;0;-1;6.21e-07;119929
0x9ef660a7a_1;0;0;0;-1;6.11e-07;119929
0x4ac7e93fb_2;0;0;0;-1;8.32e-07;119929
0x71dc51188_2;0;0;0;-1;6.31e-07;119929
0x110e614e03_2;0;0;0;-1;3.61e-07;119929
0xa1ac37609_2;0;0;0;-1;5.61e-07;119929
0xf36591662_2;0;0;0;-1;7.62e-07;119929
0xdeec7b727_1;0;0;0;-1;3.8e-07;119929
0x24f260070_2;0;0;0;-1;1.443e-06;119929
0xc6535ed96_1;0;0;0;-1;5.51e-07;119929
0xfeac619d4_1;0;0;0;-1;3.01e-07;119929
0xeb80f29d2_1;0;0;0;-1;0.559172;119930
0x4e319cd23_0;0;0;0;-1;9.52e-07;119930
0xaf234d7c_1;0;0;0;-1;4.61e-07;119930
0x220079802_1;1;1;5240;8;10.3234;119940
0x10cac30ec1_0;0;0;0;-1;6.02e-07;119940
0x3851d152a_1;1;1;89160;7;175.859;120116
0x121b85c23_2;0;0;0;-1;1.062e-06;120116
0x1103364f3_1;0;0;0;-1;6.81e-07;120116
0xe240c9121_1;0;0;0;-1;3.11e-07;120116
0x29eff526f_0;0;0;0;-1;6.31e-07;120116
0x117e111ed9_2;0;0;0;-1;4.21e-07;120116
0x780b48e95_0;0;0;0;-1;2.21e-07;120116
0x8a740ac3_1;0;0;0;-1;3.4e-07;120116
0xe0a72c60a_0;0;0;0;-1;5.91e-07;120116
0x5b6411fab_1;0;0;0;-1;5.31e-07;120116
0xe71e4b96a_1;0;0;0;-1;5.81e-07;120116
0x9176e4855_2;0;0;0;-1;6.61e-07;120116
0x6f6066b8d_2;0;0;0;-1;5.61e-07;120116
0x58a6182e9_1;0;0;0;-1;5.41e-07;120116
0x643987182_1;0;0;0;-1;4.4e-07;120116
0xd74550ab_0;0;0;0;-1;6.51e-07;120116
0xb8a970d22_0;0;0;0;-1;4.21e-07;120116
0xf79978cb2_0;0;0;0;-1;9.82e-07;120116
0x37308fbb_2;0;0;0;-1;6.32e-07;120116
0xdd189f430_2;0;0;0;-1;4.91e-07;120116
0x18fbbb436_0;0;0;0;-1;2.305e-06;120116
0xd4391f904_0;0;0;0;-1;7.12e-07;120116
0xfdc75f6c1_0;0;0;0;-1;6.11e-07;120116
0xef9812c2b_0;0;0;0;-1;8.82e-07;120116
0xf5f4bed76_1;0;0;0;-1;4.21e-07;120116
0xb41e79cd9_2;0;0;0;-1;6.21e-07;120116
0x73eb43c55_2;0;0;0;-1;1.072e-06;120116
0xfa037596_1;0;0;0;-1;6.01e-07;120116
0xb71247a04_2;0;0;0;-1;5.81e-07;120116
0x915304a8e_0;0;0;0;-1;3.61e-07;120116
0xcfc62fd9a_2;0;0;0;-1;6.11e-07;120116
0x956703cf0_1;0;0;0;-1;4.2e-07;120116
0xca2dc7ec3_0;0;0;0;-1;6.81e-07;120116
0x81edec5f3_2;0;0;0;-1;3.3e-07;120116
0x11a660abd4_1;0;0;0;-1;5.11e-07;120116
0xc1ce1aa75_2;0;0;0;-1;6.21e-07;120116
0x7e207d70e_1;0;0;0;-1;2.2e-07;120116
0x9d617d31f_2;0;0;0;-1;2.21e-07;120116
0x553f2c7c8_2;0;0;0;-1;3.1e-07;120116
0x74991360e_2;0;0;0;-1;5.81e-07;120116
0x655ba042c_2;0;0;0;-1;9.02e-07;120116
0x11ff2e7277_1;0;0;0;-1;6.92e-07;120116
0x9475f4a90_2;0;0;0;-1;6.31e-07;120116
0xccd7f3ad2_1;0;0;0;-1;5.91e-07;120116
0x30a5242c9_2;0;0;0;-1;6.11e-07;120116
0x8229cbee7_0;0;0;0;-1;4.31e-07;120116
0xdf61bdd87_1;0;0;0;-1;6.71e-07;120116
0x55395da5a_2;0;0;0;-1;5.61e-07;120116
0x1225a1d94d_2;0;0;0;-1;7.21e-07;120116
0x747f5b5b5_2;0;0;0;-1;3.5e-07;120116
0x900fd2e39_2;0;0;0;-1;6.11e-07;120116
0x25b03d677_1;0;0;0;-1;6.02e-07;120116
0x1a05c86ea_0;0;0;0;-1;5.81e-07;120116
0xd5d9507e3_2;0;0;0;-1;6.21e-07;120116
0xcd2ded8b7_1;0;0;0;-1;6.71e-07;120116
0x9dc00053_0;0;0;0;-1;4.11e-07;120116
0xb00dec3d8_1;0;0;0;-1;5.91e-07;120116
0xa80dcd045_0;0;0;0;-1;5.91e-07;120116
0x2e83afdc2_0;0;0;0;-1;5.71e-07;120116
0x486bb5df8_0;0;0;0;-1;5.91e-07;120116
0xe99aa46d_1;0;0;0;-1;7.11e-07;120116
0x8f2556c3f_2;0;0;0;-1;3.81e-07;120116
0x5c4e22a54_1;0;0;0;-1;6.21e-07;120116
0xc525aa78e_1;0;0;0;-1;6.21e-07;120116
0x89f34fee6_2;0;0;0;-1;3.8e-07;120116
0x4cf696ac8_0;0;0;0;-1;7.61e-07;120116
0xb04acf085_0;0;0;0;-1;6.61e-07;120116
0x325950be7_2;0;0;0;-1;6.51e-07;120116
0x6518d6c3e_2;0;0;0;-1;7.11e-07;120116
0x34ee7dd51_0;0;0;0;-1;2.1e-07;120116
0xedf29ad55_2;0;0;0;-1;3.91e-07;120116
0x36066a3dc_0;0;0;0;-1;3.4e-07;120116
0x92f2a3792_1;0;0;0;-1;5.92e-07;120116
0xc8aaff34e_0;0;0;0;-1;5.51e-07;120116
0x36ec616ca_0;0;0;0;-1;7.21e-07;120116
0xe332e095a_1;0;0;0;-1;2.52223;120119
0x266dd7ad0_0;0;0;0;-1;6.21e-07;120119
0x430e8c1aa_0;0;0;0;-1;9.72e-07;120119
0x4e9f9be85_0;0;0;0;-1;2.41e-07;120119
0xfbacc56c5_1;0;0;0;-1;4.31e-07;120119
0x7e7427d28_2;0;0;0;-1;7.32e-07;120119
0xfa925117f_0;0;0;0;-1;5.71e-07;120119
0x9f2315e65_1;0;0;0;-1;6.71e-07;120119
0x63ebf74c0_1;0;0;0;-1;2.1e-07;120119
0x9f5f60bee_1;0;0;0;-1;3.1e-07;120119
0x320a164e9_1;0;0;0;-1;3.51e-07;120119
0x55fe0d719_2;0;0;0;-1;2.21e-07;120119
0x99a15376c_2;0;0;0;-1;3.01e-07;120119
0xd8c2f8a2c_0;0;0;0;-1;3.11e-07;120119
0x66d4450b6_2;1;1;9747;10;11.0466;120130
0x470f95767_1;0;0;0;-1;9.22e-07;120130
0xaedfa3f24_0;0;0;0;-1;6.01e-07;120130
0x73076a236_2;0;0;0;-1;1.213e-06;120130
0x3ee515eca_0;0;0;0;-1;6.51e-07;120130
0x9ef3bd287_2;0;0;0;-1;2.01e-07;120130
0x4a4a4c43a_2;0;0;0;-1;3.11e-07;120130
0x13bc50474_2;0;0;0;-1;3.21e-07;120130
0x95f0c6d41_0;0;0;0;-1;3e-07;120130
0x4c234fbc0_0;0;0;0;-1;3.3e-07;120130
0x5474a9691_1;0;0;0;-1;6.11e-07;120130
0xc130732ab_0;0;0;0;-1;6.01e-07;120130
0x41a68812a_0;0;0;0;-1;5.41e-07;120130
0xb0299ed4b_2;0;0;0;-1;6.41e-07;120130
0xf250faa8_1;0;0;0;-1;5.21e-07;120130
0x9371b558d_0;0;0;0;-1;5.31e-07;120130
0x11650fa99b_0;0;0;0;-1;5.91e-07;120130
0xc4d15998f_0;0;0;0;-1;4.11e-07;120130
0xc0f9a785c_1;0;0;0;-1;5.81e-07;120130
0x37adafbdd_2;0;0;0;-1;4.31e-07;120130
0x9d313c355_2;0;0;0;-1;7.41e-07;120130
0x11dd955134_1;0;0;0;-1;1.012e-06;120130
0x11064cd5a3_1;0;0;0;-1;3.61e-07;120130
0xec485772_0;0;0;0;-1;6.21e-07;120130
0xc0add0cdc_1;0;0;0;-1;3.21e-07;120130
0x17bf87fd1_2;0;0;0;-1;2.21e-07;120130
0xc380d313f_2;0;0;0;-1;3.71e-07;120130
0x9091e99a5_0;0;0;0;-1;8.62e-07;120130
0xc352c0a78_2;1;0;3153;-1;1.82417;120132
0x58872b0ff_0;0;0;0;-1;4.91e-07;120132
0xcb1b6a6ca_1;0;0;0;-1;17.9746;120150
0x41f86725e_1;0;0;0;-1;6.51e-07;120150
0x4daef1cba_2;0;0;0;-1;7.01e-07;120150
0x845fe64a2_1;0;0;0;-1;5.91e-07;120150
0x39ebba35f_1;0;0;0;-1;9.62e-07;120150
0xa846e7958_0;0;0;0;-1;5.11e-07;120150
0x529abdd31_2;0;0;0;-1;5.31e-07;120150
0x18c1e55dc_2;0;0;0;-1;7.12e-07;120150
0x8da38a000_1;0;0;0;-1;4.11e-07;120150
0x309023052_0;0;0;0;-1;4.11e-07;120150
0x5ecc1850b_2;0;0;0;-1;6.91e-07;120150
0xcb21a453e_0;0;0;0;-1;4.11e-07;120150
0x1de450911_2;0;0;0;-1;3.5e-07;120150
0xd0ba0eebc_1;0;0;0;-1;2.21e-07;120150
0x8753b9b04_2;0;0;0;-1;3.91e-07;120150
0xf058a181d_1;0;0;0;-1;0.569563;120150
0x10988ea0ff_2;0;0;0;-1;5.21e-07;120150
0xaaf2e18d2_0;0;0;0;-1;7.01e-07;120150
0x39cf79477_2;0;0;0;-1;5.61e-07;120150
0x12343fdc3b_1;0;0;0;-1;6.31e-07;120150
0x47bbe7212_0;0;0;0;-1;6.41e-07;120150
0x72ad86280_1;0;0;0;-1;4.01e-07;120150
0xc43506815_1;0;0;0;-1;8.71e-07;120150
0xe3a183ccb_2;0;0;0;-1;4.71e-07;120150
0x103cab48ca_2;0;0;0;-1;4.97437;120155
0x6f89d751c_1;1;0;256;-1;0.324379;120156
0x11921074a4_2;1;0;256;-1;1.092e-06;120156
0xb15a755db_0;0;0;0;-1;4.31e-07;120156
0xb267d53ed_0;1;1;1545545;17;75.7585;120232
0xef08819db_0;0;0;0;-1;1.343e-06;120232
0x10a7896fdd_2;0;0;0;-1;5.61e-07;120232
0x7cdbae8fa_0;0;0;0;-1;5.91e-07;120232
0xd7681aa91_2;0;0;0;-1;5.91e-07;120232
0x5450d7f32_1;0;0;0;-1;4e-07;120232
0x71038972d_2;0;0;0;-1;3.31e-07;120232
0x57e928f33_0;0;0;0;-1;2.31e-07;120232
0xc9603f730_0;0;0;0;-1;5.01e-07;120232
0x49aeadfb6_1;0;0;0;-1;3.8e-07;120232
0x5d2450266_1;0;0;0;-1;6.21e-07;120232
0x94e4db5cd_0;0;0;0;-1;8.52e-07;120232
0xc93bbf794_1;0;0;0;-1;0.0653554;120232
0xe661486b9_2;0;0;0;-1;2.71e-07;120232
0xd3db40eeb_1;0;0;0;-1;6.72e-07;120232
0x1096f90c5_1;0;0;0;-1;5.71e-07;120232
0xe78478dcb_1;0;0;0;-1;6.42e-07;120232
0xd99e40a72_1;0;0;0;-1;4.61e-07;120232
0x770f840e3_1;0;0;0;-1;5.61e-07;120232
0x11c54410e1_0;0;0;0;-1;3.9e-07;120232
0xe6abe2a06_0;0;0;0;-1;61.4281;120293
0x1195df7b6b_0;0;0;0;-1;1.192e-06;120293
0x4ce7e0853_1;0;0;0;-1;4.41e-07;120293
0xa81e18d64_0;0;0;0;-1;6.21e-07;120293
0xe91f0af27_0;0;0;0;-1;3.51e-07;120293
0x988262dcf_0;0;0;0;-1;7.01e-07;120293
0x10a75e34b7_1;0;0;0;-1;2.2e-07;120293
0xdf6ed5a22_0;0;0;0;-1;4.2e-07;120293
0xd95566752_0;0;0;0;-1;3.4e-07;120293
0x11221c8ded_0;0;0;0;-1;1.874e-06;120293
0x9be7c8cb8_2;0;0;0;-1;3.2e-07;120293
0x4ece7a0df_1;0;0;0;-1;3.21e-07;120293
0xdaf2bd6a6_1;0;0;0;-1;3.1e-07;120293
0x372c45b74_0;0;0;0;-1;2.01e-07;120293
0x2b6e05ebc_0;0;0;0;-1;2.9e-07;120293
0xf38f492d0_0;0;0;0;-1;4.41e-07;120293
0xbf97af87c_2;0;0;0;-1;6.21e-07;120293
0x7fe0ccb38_1;0;0;0;-1;5.01e-07;120293
0xa347b9a42_2;0;0;0;-1;1.052e-06;120293
0x11022a8809_2;0;0;0;-1;2.81e-07;120293
0x515f5c14b_0;0;0;0;-1;3.6e-07;120293
0x31fd09760_2;0;0;0;-1;2.1e-07;120293
0x91cbb68c9_0;0;0;0;-1;5.71e-07;120293
0xc6e099c98_1;0;0;0;-1;7.01e-07;120293
0x998f80e04_0;0;0;0;-1;6.62e-07;120293
0xea0cdeec5_1;0;0;0;-1;1.323e-06;120293
0xb77ceee98_2;0;0;0;-1;3.11e-07;120293
0xc5e2d7210_0;0;0;0;-1;3.2e-07;120293
0x87fb48db0_0;0;0;0;-1;2.11e-07;120293
0x424617ee1_0;0;0;0;-1;3.41e-07;120293
0xb0122977f_0;0;0;0;-1;1.8e-07;120293
0xe0a7d3b92_2;0;0;0;-1;3.1e-07;120293
0x9c9d1857f_1;0;0;0;-1;2.31e-07;120293
0x625507b51_1;0;0;0;-1;3.2e-07;120293
0x97569a95c_0;0;0;0;-1;5.91e-07;120293
0x1029e28d4d_0;0;0;0;-1;8.01e-07;120293
0x233072c39_1;0;0;0;-1;6.31e-07;120293
0x638ad1dc4_2;0;0;0;-1;6.22e-07;120293
0x1105e13961_1;0;0;0;-1;3.61e-07;120293
0x41ee3e802_1;1;1;882;1;1.12633;120294
0x4132d385b_2;0;0;0;-1;1.54625;120296
0x1176c42e67_1;0;0;0;-1;1.072e-06;120296
0xddba27966_1;0;0;0;-1;7.81e-07;120296
0x73368c1a7_2;0;0;0;-1;5.41e-07;120296
0x768dceb7c_0;0;0;0;-1;7.31e-07;120296
0x97dc8a418_0;0;0;0;-1;5.92e-07;120296
0xf19b0e27_0;0;0;0;-1;45.4092;120341
0xe23d7dc68_1;0;0;0;-1;5.41e-07;120341
0x4ff423127_1;0;0;0;-1;8.01e-07;120341
0x185eeaf26_1;0;0;0;-1;0.760248;120342
0x11b3d60e9c_1;0;0;0;-1;8.52e-07;120342
0xf47ff98ab_0;0;0;0;-1;4.11e-07;120342
0xdcc6e0238_1;0;0;0;-1;6.21e-07;120342
0x13f4725b_1;0;0;0;-1;5.31e-07;120342
0xea16a9e02_2;0;0;0;-1;1.142e-06;120342
0x16f11b574_1;0;0;0;-1;2.1e-07;120342
0x109997e3af_1;0;0;0;-1;3.01e-07;120342
0x521cd5dd_1;0;0;0;-1;5.61e-07;120342
0x4d1dda516_0;0;0;0;-1;6.11e-07;120342
0x7bdf0462a_0;0;0;0;-1;2.81e-07;120342
0x8567169d3_0;0;0;0;-1;5.71e-07;120342
0xfc2eb3df_0;0;0;0;-1;3.31e-07;120342
0xf66bc0146_2;0;0;0;-1;3.4e-07;120342
0xe288415cd_1;0;0;0;-1;3.21e-07;120342
0x1c6694e4c_0;0;0;0;-1;6.11e-07;120342
0xbbc2f7195_2;0;0;0;-1;6.01e-07;120342
0x14c3f5461_1;0;0;0;-1;6.11e-07;120342
0xabf307304_2;0;0;0;-1;6.11e-07;120342
0xeb02a8d24_2;0;0;0;-1;7.31e-07;120342
0x62b47633e_2;0;0;0;-1;5.92e-07;120342
0x4d7b2a57b_0;0;0;0;-1;6.71e-07;120342
0x58aa973a4_2;0;0;0;-1;2.8e-07;120342
0x7afd6ab1_2;0;0;0;-1;3.2e-07;120342
0x165bcf37f_2;0;0;0;-1;3.81e-07;120342
0xcb109e50b_0;1;1;12677;1;160.718;120503
0x113c2f05f7_1;0;0;0;-1;7.41e-07;120503
0xfb968f7b1_0;0;0;0;-1;5.71e-07;120503
0x6705cb347_2;0;0;0;-1;5.31e-07;120503
0x2fe80711_0;0;0;0;-1;3.5e-07;120503
0x2fdf59198_1;0;0;0;-1;7.02e-07;120503
0xb8e65f94a_1;0;0;0;-1;4.1e-07;120503
0x11ed9b7376_1;0;0;0;-1;6.81e-07;120503
0x105d9eb659_1;0;0;0;-1;3.81e-07;120503
0xab6f19090_1;0;0;0;-1;3.4e-07;120503
0x1031475ca9_0;0;0;0;-1;3.51e-07;120503
0xd72617d81_2;0;0;0;-1;3.4e-07;120503
0x1134fe5feb_2;0;0;0;-1;3.1e-07;120503
0xf73abc3af_1;0;0;0;-1;2.61e-07;120503
0x78143b6a3_0;0;0;0;-1;3.1e-07;120503
0x5f39547fb_0;0;0;0;-1;2.01e-07;120503
0xc7076a997_2;0;0;0;-1;3.21e-07;120503
0x30fdd30dd_1;1;0;12677;-1;1.202e-06;120503
0x3607fdb45_1;0;0;0;-1;6.32e-07;120503
0x241d2176b_0;0;0;0;-1;5.21e-07;120503
0x4e280d2e_1;0;0;0;-1;5.71e-07;120503
0xbd11cccd8_0;0;0;0;-1;9.72e-07;120503
0x78df572ec_0;0;0;0;-1;5.01e-07;120503
0xa02cc16b4_1;0;0;0;-1;3.91e-07;120503
0x1a3bd534f_0;0;0;0;-1;2.8e-07;120503
0x6a77f9814_1;0;0;0;-1;7.21e-07;120503
0x4a77ec033_2;0;0;0;-1;2.8e-07;120503
0x121863861e_0;0;0;0;-1;2.11e-07;120503
0x59dd0d73e_0;0;0;0;-1;2.01e-07;120503
0xb0602eb2f_1;0;0;0;-1;4.81e-07;120503
