git_hash=55c2d9c;execution date=20240625_134721;;;
Cluster;Legal;Has Solution;Cluster Size;Max Length;Time;AccumulatedTime
0x290884cbe_1;0;0;0;-1;6.81e-07;8445.44
0x18af0c6fd_2;0;0;0;-1;2.71e-07;8445.44
0xedcd0fa56_0;0;0;0;-1;3.71e-07;8445.44
0xd355ee936_2;0;0;0;-1;1.9e-07;8445.44
0xe6edccaa7_1;0;0;0;-1;3.21e-07;8445.45
0xe552a8440_2;0;0;0;-1;3.21e-07;8445.45
0x271a6706a_0;0;0;0;-1;2e-07;8445.45
0x1ff4105ed_2;0;0;0;-1;5.31e-07;8445.45
0x4d7f13c2f_1;0;0;0;-1;3.3e-07;8445.45
0x60114f005_1;0;0;0;-1;2.8e-07;8445.46
0x962a8b152_2;0;0;0;-1;3.01e-07;8445.46
0xe0ad57ea_0;0;0;0;-1;2.7e-07;8445.46
0x7c7f0858d_1;0;0;0;-1;2.034e-06;8445.46
0x1188700225_2;0;0;0;-1;3.51e-07;8445.46
0x2ac0afdbe_0;0;0;0;-1;3.31e-07;8445.46
0x9e3f4c0d3_1;0;0;0;-1;3.11e-07;8445.47
0xebd9d9f27_1;0;0;0;-1;3.6e-07;8445.47
0x98c37b624_2;0;0;0;-1;2e-07;8445.47
0x4b7cf3377_1;0;0;0;-1;3.61e-07;8445.47
0x1c7aace75_0;0;0;0;-1;1.9e-07;8445.47
0xb9e22a377_1;0;0;0;-1;2.91e-07;8445.48
0x432170772_0;0;0;0;-1;3.01e-07;8445.48
0xad9a37aea_1;0;0;0;-1;2.41e-07;8445.48
0xe5797c906_0;0;0;0;-1;2.2e-07;8445.48
0xda05ff819_0;0;0;0;-1;3.5e-07;8445.48
0x67dc61a20_1;0;0;0;-1;3.11e-07;8445.48
0xfa156d48f_0;0;0;0;-1;3.2e-07;8445.49
0x8adbd39a6_1;0;0;0;-1;3.6e-07;8445.49
0x10ddf21dbf_1;0;0;0;-1;3.4e-07;8445.49
0xeb7a6679f_2;0;0;0;-1;2.81e-07;8445.49
0x1108c2b4d6_2;0;0;0;-1;3.41e-07;8445.49
0xb9b499fa4_1;0;0;0;-1;2.1e-07;8445.49
0xee526a43c_0;0;0;0;-1;2e-07;8445.5
0x7760a915a_1;0;0;0;-1;4.41e-07;8445.5
0x84224b781_2;0;0;0;-1;2e-07;8445.5
0xce85b89ea_2;0;0;0;-1;3.01e-07;8445.5
0x98a707ada_1;0;0;0;-1;2.81e-07;8445.5
0xae107ba0f_0;0;0;0;-1;2.81e-07;8445.51
0x3d789b02d_1;0;0;0;-1;2.91e-07;8445.51
0xa2ece771c_1;0;0;0;-1;1.91e-07;8445.51
0x5011e3e65_2;0;0;0;-1;8.01e-07;8445.51
0x42f0f684e_1;0;0;0;-1;2.2e-07;8445.51
0x9e5398846_2;0;0;0;-1;5.71e-07;8445.52
0x1145b7a765_2;0;0;0;-1;3.2e-07;8445.52
0x114cc6aa25_2;0;0;0;-1;3.41e-07;8445.52
0x5d62c0a6_1;0;0;0;-1;3.2e-07;8445.52
0x60b2a4475_0;0;0;0;-1;3e-07;8445.52
0x461f87736_0;0;0;0;-1;2.9e-07;8445.52
0x439523555_0;0;0;0;-1;2.91e-07;8445.53
0x232c5dbf3_2;0;0;0;-1;4.11e-07;8445.53
0x6f69c0530_0;0;0;0;-1;3.61e-07;8445.53
0xef942dc18_2;0;0;0;-1;2.91e-07;8445.53
0x5eceaf630_1;0;0;0;-1;4.61e-07;8445.53
0x83b6831cc_0;0;0;0;-1;3.51e-07;8445.53
0xd67031bfd_0;0;0;0;-1;2.91e-07;8445.54
0x3af183451_0;0;0;0;-1;3.21e-07;8445.54
0xa87cea181_1;0;0;0;-1;2e-07;8445.54
0x8048e76f_1;0;0;0;-1;2.31e-07;8445.54
0xf3dc997ba_0;0;0;0;-1;2.11e-07;8445.54
0x4b40f1091_0;0;0;0;-1;2.11e-07;8445.55
0x11dc8744c7_1;0;0;0;-1;3e-07;8445.55
0x110673c0de_0;0;0;0;-1;3.3e-07;8445.55
0x7190e09ac_1;0;0;0;-1;3.3e-07;8445.55
0x5f8b4bc71_0;0;0;0;-1;3.51e-07;8445.55
0x645e069d5_1;0;0;0;-1;2.31e-07;8445.55
0xe45e5a6ac_0;1;1;6489;6;48.4865;8494.04
0x111116a455_1;0;0;0;-1;5.41e-07;8494.05
0x120a312cca_2;0;0;0;-1;4.51e-07;8494.05
0xd71024828_0;0;0;0;-1;1.91e-07;8494.05
0x10ad4bdb64_2;0;0;0;-1;2.91e-07;8494.05
0x568899bf2_1;0;0;0;-1;14.5612;8508.61
0xe36854859_0;0;0;0;-1;0.545376;8509.16
0x5bca625c9_0;0;0;0;-1;6.71e-07;8509.16
0x116cbdfe5d_1;0;0;0;-1;8.01e-07;8509.17
0x11a44311cf_2;0;0;0;-1;2.01e-07;8509.17
0xb2e734657_2;0;0;0;-1;2.71e-07;8509.17
0x8449f4a4b_2;0;0;0;-1;2.61e-07;8509.17
0x4a56d31c5_0;1;0;177;-1;0.412025;8509.59
0xa91ee8117_0;0;0;0;-1;8.31e-07;8509.59
0xe34889209_0;0;0;0;-1;7.82e-07;8509.59
0x97a136f6a_1;0;0;0;-1;2.81e-07;8509.59
0x100ff07f04_1;0;0;0;-1;2.31e-07;8509.59
0x1210eb71c7_2;0;0;0;-1;2.3e-07;8509.6
0xf6e295dc9_0;0;0;0;-1;3.2e-07;8509.6
0x6c5c3a46a_2;0;0;0;-1;2.7e-07;8509.6
0x76fae40a9_1;0;0;0;-1;4.81e-07;8509.6
0x64e0b14c3_0;0;0;0;-1;6.31e-07;8509.6
0xd1ffb8fbd_2;0;0;0;-1;3.7e-07;8509.6
0xe23745856_0;0;0;0;-1;3.81e-07;8509.61
0x25de0f506_1;0;0;0;-1;2.21e-07;8509.61
0x1fa465097_0;0;0;0;-1;4.21e-07;8509.61
0xcdb7d24ec_2;0;0;0;-1;4.11e-07;8509.61
0x10a4b298c8_2;0;0;0;-1;4.6e-07;8509.61
0x1041747137_1;0;0;0;-1;2e-07;8509.62
0xcc247d737_2;0;0;0;-1;2.01e-07;8509.62
0x109d3f7fe2_0;0;0;0;-1;2.01e-07;8509.62
0x7587db38_2;0;0;0;-1;1.91e-07;8509.62
0x8905ba9d0_0;0;0;0;-1;3.3e-07;8509.62
0xb6c854d77_2;0;0;0;-1;3.3e-07;8509.62
0xd3d3a2070_1;0;0;0;-1;2.8e-07;8509.63
0x814efb54f_0;0;0;0;-1;3.31e-07;8509.63
0x9ff541a2a_2;0;0;0;-1;3.1e-07;8509.63
0xe49d799ca_2;0;0;0;-1;2.3e-07;8509.63
0x32318e698_2;0;0;0;-1;3.44051;8513.07
0xe5ecb451e_1;0;0;0;-1;8.01e-07;8513.08
0x2e3e16d1b_0;0;0;0;-1;7.82e-07;8513.08
0x990b2ce2d_0;0;0;0;-1;2e-07;8513.08
0x9f9bb07da_1;0;0;0;-1;2.2e-07;8513.08
0x2078dad92_1;0;0;0;-1;3.16651;8516.25
0x43046963_0;0;0;0;-1;5.71e-07;8516.25
0x69482fe41_0;0;0;0;-1;7.32e-07;8516.25
0x2818650c2_0;0;0;0;-1;2.81e-07;8516.26
0x25542c34e_0;0;0;0;-1;2.81e-07;8516.26
0x374a47108_1;0;0;0;-1;3.21e-07;8516.26
0xbb8af2eb1_0;0;0;0;-1;2.9e-07;8516.26
0x3bc646c56_2;0;0;0;-1;3.3e-07;8516.26
0xb0c1fe4a1_0;0;0;0;-1;3.2e-07;8516.26
0x896950e07_0;0;0;0;-1;3.21e-07;8516.27
0xb25f1b1c1_0;0;0;0;-1;3.71e-07;8516.27
0xcc564272_2;0;0;0;-1;3.1e-07;8516.27
0x5ebacce9_2;0;0;0;-1;3.21e-07;8516.27
0x55cdd4478_2;0;0;0;-1;1.9e-07;8516.27
0x8a7712b1a_0;0;0;0;-1;2.9e-07;8516.28
0x1080afc13e_1;0;0;0;-1;3e-07;8516.28
0xa3ea9a633_2;0;0;0;-1;3.2e-07;8516.28
0xb87e76ccb_1;0;0;0;-1;2.71e-07;8516.28
0x2002ae82a_2;0;0;0;-1;2.21e-07;8516.28
0x601262915_2;0;0;0;-1;4.5e-07;8516.28
0xe03863f08_1;0;0;0;-1;9.11e-07;8516.29
0xf4e193332_2;0;0;0;-1;9.05376;8525.34
0xacc6e7a8a_0;0;0;0;-1;8.72e-07;8525.34
0x642a01bce_0;0;0;0;-1;7.72e-07;8525.35
0xd7499ad23_2;0;0;0;-1;1.9e-07;8525.35
0xddd380a3d_2;0;0;0;-1;1.6802;8527.03
0x11a5728426_1;0;0;0;-1;5.41e-07;8527.03
0xf2dd1f11d_1;0;0;0;-1;21.8884;8548.92
0x594dd70fe_1;0;0;0;-1;7.21e-07;8548.93
0xb0183c709_1;0;0;0;-1;4.61e-07;8548.93
0xe802b5bca_0;0;0;0;-1;4.5e-07;8548.93
0x73e12633_0;0;0;0;-1;3.21e-07;8548.93
0x58e81c482_1;0;0;0;-1;83.1738;8632.11
0x44a9ea1f1_1;0;0;0;-1;6.31e-07;8632.11
0x8f8464de7_0;0;0;0;-1;8.82e-07;8632.11
0x9e8719aa7_1;0;0;0;-1;2.3e-07;8632.11
0x120098a230_0;0;0;0;-1;2.8e-07;8632.11
0xcc82138e3_2;0;0;0;-1;2.8e-07;8632.12
0x336f6b9c7_1;0;0;0;-1;3.71025;8635.83
0x1e6c4cdd1_1;0;0;0;-1;6.62e-07;8635.83
0x4ae7abfe2_0;0;0;0;-1;7.72e-07;8635.83
0x11c41c9df7_2;0;0;0;-1;2.31e-07;8635.83
0x7fe2520e_2;0;0;0;-1;2.7e-07;8635.84
0xf8737c708_0;0;0;0;-1;2.71e-07;8635.84
0xdb3414af3_0;0;0;0;-1;2.8e-07;8635.84
0x6e76d495f_2;0;0;0;-1;2.81e-07;8635.84
0x1c7771eee_2;0;0;0;-1;2.3e-07;8635.84
0x6f7370b60_0;0;0;0;-1;3.41e-07;8635.85
0x588381d61_2;0;0;0;-1;2.91e-07;8635.85
0x5f954b01_2;0;0;0;-1;5.44118;8641.29
0x7b376615b_1;0;0;0;-1;8.12e-07;8641.29
0x116e28a683_2;0;0;0;-1;4.61e-07;8641.29
0x4cc65754f_2;0;0;0;-1;4.5e-07;8641.3
0x11a29db611_0;0;0;0;-1;2.8e-07;8641.3
0x4167895b5_0;0;0;0;-1;3.41e-07;8641.3
0xf2711a1aa_0;0;0;0;-1;9.01e-07;8641.3
0x7b57815ee_2;0;0;0;-1;2.9e-07;8641.3
0x507d0f55_1;0;0;0;-1;3.4e-07;8641.31
0xd77108eb7_0;0;0;0;-1;2.01e-07;8641.31
0x115f3df706_0;0;0;0;-1;3.01e-07;8641.31
0xe76d4f0fe_1;0;0;0;-1;1.904e-06;8641.31
0x554f361b8_1;1;0;116;-1;9.28692;8650.6
0xedcc8ba37_2;0;0;0;-1;8.41e-07;8650.6
0x10a10f8942_1;0;0;0;-1;4.11e-07;8650.6
0x875051bf_2;0;0;0;-1;2.2e-07;8650.61
0xbea5e806c_2;0;0;0;-1;2.6e-07;8650.61
0x3dce5dcee_1;0;0;0;-1;5.51e-07;8650.61
0x7a71b5799_2;0;0;0;-1;5.91e-07;8650.61
0xbe9193136_2;0;0;0;-1;2.9e-07;8650.61
0x75d20e178_1;0;0;0;-1;0.359115;8650.97
0x101de099d4_1;0;0;0;-1;5.81e-07;8650.98
0x17f3b4835_0;0;0;0;-1;7.21e-07;8650.98
0x423f74758_0;0;0;0;-1;2.01e-07;8650.98
0xeda200b93_0;0;0;0;-1;3.51e-07;8650.98
0x10ef9f05ce_0;0;0;0;-1;2.9e-07;8650.98
0x43da1062d_2;0;0;0;-1;3.1e-07;8650.99
0xa055d2b19_2;0;0;0;-1;2.81e-07;8650.99
0x6ad9f17af_2;0;0;0;-1;4.11e-07;8650.99
0xdc5bed46b_1;0;0;0;-1;2.01e-07;8650.99
0x9c086cceb_2;0;0;0;-1;3.41e-07;8650.99
0x814946030_1;0;0;0;-1;3.31e-07;8650.99
0x2348ab00f_0;0;0;0;-1;3.21e-07;8651
0xf8a6462ab_2;0;0;0;-1;2.9e-07;8651
0x23d355caa_2;0;0;0;-1;1.91e-07;8651
0x86f832568_1;0;0;0;-1;2.7e-07;8651
0xa4cd50748_2;0;0;0;-1;2e-07;8651
0x76216d198_1;0;0;0;-1;3.61e-07;8651.01
0xd4af43436_0;0;0;0;-1;3.4e-07;8651.01
0x832b7d188_0;0;0;0;-1;1.9e-07;8651.01
0xf4fb64451_0;0;0;0;-1;3.2e-07;8651.01
0x92093c8f9_1;0;0;0;-1;2.81e-07;8651.01
0xf363245c_0;0;0;0;-1;3.01e-07;8651.01
0x7000b0d2a_2;0;0;0;-1;2.91e-07;8651.02
0x1aadf49b3_1;0;0;0;-1;2.01e-07;8651.02
0xd5cda6e17_0;0;0;0;-1;2.71e-07;8651.02
0xc8ccb928_1;0;0;0;-1;3.61e-07;8651.02
0xffe48fdae_2;0;0;0;-1;3.41e-07;8651.02
0x69c9e714d_2;0;0;0;-1;2.81e-07;8651.02
0x1ccfa8c38_2;0;0;0;-1;1.8e-07;8651.03
0x20bac6ace_2;0;0;0;-1;3.21e-07;8651.03
0x106bc15b15_2;0;0;0;-1;6.31e-07;8651.03
0xcebc08ea6_0;0;0;0;-1;1.583e-06;8651.03
0x40fe7812c_1;0;0;0;-1;5.61e-07;8651.03
0x6eb96e915_2;0;0;0;-1;3.91e-07;8651.04
0xdcadb129d_2;0;0;0;-1;3.4e-07;8651.04
0xa4eecf170_1;0;0;0;-1;3.8e-07;8651.04
0x10569f6a0e_0;0;0;0;-1;3.41e-07;8651.04
0x2581321df_2;0;0;0;-1;3.41e-07;8651.04
0xf93791224_0;0;0;0;-1;3.61e-07;8651.04
0xf5e19b8fd_0;0;0;0;-1;1.91e-07;8651.05
0x9b07e7c67_2;0;0;0;-1;8.82e-07;8651.05
0x1987a0bfc_1;0;0;0;-1;4.51e-07;8651.05
0xe59172c1a_2;0;0;0;-1;4.51e-07;8651.05
0x9f2823013_2;0;0;0;-1;6.31e-07;8651.05
0x1370db335_0;0;0;0;-1;1.152e-06;8651.06
0x1235fef370_2;0;0;0;-1;2.81e-07;8651.06
0x604034b25_2;0;0;0;-1;3.21e-07;8651.06
0xbd063580b_2;0;0;0;-1;3.51e-07;8651.06
0x39fbae780_0;0;0;0;-1;3.3e-07;8651.06
0x1602a377f_2;0;0;0;-1;3.1e-07;8651.06
0x260090e93_2;0;0;0;-1;15.7889;8666.86
0x11aadfa4e0_0;0;0;0;-1;6.01e-07;8666.86
0x1e3379b75_1;0;0;0;-1;7.11e-07;8666.86
0xc5df5b297_1;0;0;0;-1;2.1e-07;8666.86
0x4e8cca54c_2;0;0;0;-1;3.61e-07;8666.86
0xa2d285389_1;0;0;0;-1;2.81e-07;8666.87
0xf4a2295fe_0;0;0;0;-1;3e-07;8666.87
0x115d8c7993_1;0;0;0;-1;3.41e-07;8666.87
0xd9d8bbc56_2;0;0;0;-1;3.31e-07;8666.87
0xdbec877e3_1;0;0;0;-1;3.31e-07;8666.87
0x511dad646_1;0;0;0;-1;2.91e-07;8666.87
0xa57701d1b_2;0;0;0;-1;2.21e-07;8666.88
0x515a8a5ee_0;0;0;0;-1;3.41e-07;8666.88
0x3dfa3895b_0;0;0;0;-1;3e-07;8666.88
0xe9c238266_2;0;0;0;-1;2e-07;8666.88
0xfca924c99_0;0;0;0;-1;3.01e-07;8666.88
0x113fad38_0;1;1;246425;6;812.292;9479.18
0x1067233d4e_2;0;0;0;-1;7.31e-07;9479.18
0x1136ee6c27_0;0;0;0;-1;3.1e-07;9479.18
0xf448d103b_0;0;0;0;-1;2.51e-07;9479.18
0x113711b7e6_2;0;0;0;-1;2.8e-07;9479.19
0x11731da6ad_1;0;0;0;-1;3.21e-07;9479.19
0xdf835ed67_1;0;0;0;-1;2.01e-07;9479.19
0x923e17565_2;0;0;0;-1;3.4e-07;9479.19
0x11fc7f827a_1;0;0;0;-1;5.81e-07;9479.19
0x123d0d7662_2;0;0;0;-1;8.72e-07;9479.19
0x65ac28d8a_2;0;0;0;-1;5.61e-07;9479.2
0x43823531b_2;0;0;0;-1;9.82e-07;9479.2
0x95289ae4f_1;0;0;0;-1;6.01e-07;9479.2
0x6c5763cea_2;0;0;0;-1;5.51e-07;9479.2
0x5c930b56a_0;0;0;0;-1;5.41e-07;9479.2
0xec85078e3_0;0;0;0;-1;3.41e-07;9479.21
0x5aa3f11de_2;0;0;0;-1;3.7e-07;9479.21
0x32648d51c_0;0;0;0;-1;3.01e-07;9479.21
0x739e7e903_1;0;0;0;-1;3e-07;9479.21
0xd59f2d705_1;0;0;0;-1;2.61e-07;9479.21
0x3ee9bef8_2;0;0;0;-1;2.81e-07;9479.21
0x7f62b00b6_2;0;0;0;-1;2.8e-07;9479.22
0x47c4e7460_0;0;0;0;-1;3.36549;9482.58
0xc131f8885_1;0;0;0;-1;6.92e-07;9482.59
0xca25bd44c_1;0;0;0;-1;2.6e-07;9482.59
0xec57e2915_2;0;0;0;-1;3.61e-07;9482.59
0x53525518a_1;0;0;0;-1;3.51e-07;9482.59
0xf9896611b_1;1;0;550;-1;0.836353;9483.43
0x4afb55a55_2;0;0;0;-1;4.91e-07;9483.43
0x15541b60f_2;0;0;0;-1;6.62e-07;9483.43
0x4684de3ff_1;0;0;0;-1;3e-07;9483.44
0x46e99158c_0;0;0;0;-1;2.81e-07;9483.44
0x11d01a1bed_2;0;0;0;-1;2.01e-07;9483.44
0x7b6ee8279_1;0;0;0;-1;3.2e-07;9483.44
0x26cddfece_0;0;0;0;-1;2.2e-07;9483.44
0x118266e2ca_1;0;0;0;-1;4.61e-07;9483.44
0x83818a1d_0;0;0;0;-1;3.4e-07;9483.45
0x676fee7a1_0;0;0;0;-1;1.062e-06;9483.45
0x76c3e3ab4_1;0;0;0;-1;7.22e-07;9483.45
0x3343a8466_0;0;0;0;-1;2.31e-07;9483.45
0x21c340894_2;0;0;0;-1;3.1e-07;9483.45
0x52e1abefe_2;0;0;0;-1;3.2e-07;9483.46
0xfa27fadc7_1;0;0;0;-1;2.81e-07;9483.46
0x91e8b21d7_0;0;0;0;-1;2.01e-07;9483.46
0xa1b6e0ff5_2;0;0;0;-1;2.01e-07;9483.46
0x1181b62d2d_2;0;0;0;-1;4.31e-07;9483.46
0x102b3196f5_0;0;0;0;-1;1.252e-06;9483.46
0x84d45d2a_1;1;1;1976;4;7.79856;9491.27
0x5817ed94d_0;0;0;0;-1;3.51e-07;9491.27
0xc0fa4f478_2;0;0;0;-1;1.81e-07;9491.27
0x3e411e3f9_1;0;0;0;-1;5.11e-07;9491.27
0x11aa2bff0f_1;0;0;0;-1;3.41e-07;9491.27
0xd51527819_2;0;0;0;-1;2.9e-07;9491.27
0xd9c4a097e_2;0;0;0;-1;2.3e-07;9491.28
0xddb49d8cb_2;0;0;0;-1;4.21e-07;9491.28
0x19a0d146c_1;0;0;0;-1;2.31e-07;9491.28
0x11186b312d_0;0;0;0;-1;3.4e-07;9491.28
0xac5aa95db_1;0;0;0;-1;2.3e-07;9491.28
0x11c90886f4_1;0;0;0;-1;3.01e-07;9491.28
0xf6edfcbb6_1;0;0;0;-1;2.7e-07;9491.29
0x3517dcce_1;0;0;0;-1;3e-07;9491.29
0xd17bb5243_0;0;0;0;-1;2.01e-07;9491.29
0x14306da3c_2;0;0;0;-1;1.91e-07;9491.29
0x275b93966_0;1;1;16998;15;33.694;9524.99
0xa57044167_1;0;0;0;-1;7.32e-07;9524.99
0x109f0e7b01_2;0;0;0;-1;1.9e-07;9524.99
0xc5001bb87_0;0;0;0;-1;2.3e-07;9524.99
0xcac482125_1;1;1;369502;74;570.171;10095.2
0x9562caa26_0;0;0;0;-1;6.81e-07;10095.2
0x48d0bfe37_2;0;0;0;-1;2e-07;10095.2
0xafd00f41_2;1;1;960;2;5.85512;10101
0xc61e6ff59_1;0;0;0;-1;1.031e-06;10101
0xe19f887fd_1;0;0;0;-1;2.9e-07;10101
0x8588e6f51_2;0;0;0;-1;3e-07;10101
0x85bb01a1d_2;0;0;0;-1;3.3e-07;10101
0x19f3a53b4_0;0;0;0;-1;4.41e-07;10101
0xa3c18526a_1;0;0;0;-1;6.32e-07;10101
0xd492ed983_2;0;0;0;-1;6.82e-07;10101
0x6375b2103_0;0;0;0;-1;2.71e-07;10101
0xfd3293731_1;0;0;0;-1;3.9e-07;10101
0x608cc7d6a_2;0;0;0;-1;2.104e-06;10101
0xea18acdc0_2;0;0;0;-1;2e-07;10101
0x40c2bf3fe_0;0;0;0;-1;3.11e-07;10101
0xe5d11692c_0;0;0;0;-1;2.31e-07;10101.1
0x10acc4656f_2;0;0;0;-1;2.31e-07;10101.1
0x728eca3d6_0;0;0;0;-1;2e-07;10101.1
0xc11313e11_0;0;0;0;-1;3.4e-07;10101.1
0xa4421c187_0;0;0;0;-1;3.31e-07;10101.1
0x3b3736b92_1;0;0;0;-1;3.6e-07;10101.1
0x11008e0402_1;0;0;0;-1;2.7e-07;10101.1
0x61f842695_1;0;0;0;-1;2.4e-07;10101.1
0x1125b37711_1;0;0;0;-1;3.61e-07;10101.1
0x4aee21612_0;0;0;0;-1;8.42e-07;10101.1
0x93baeb8c4_1;1;1;795004;48;324.078;10425.1
0x919aaa001_2;0;0;0;-1;9.51e-07;10425.2
0x1108e67ccf_0;0;0;0;-1;3e-07;10425.2
0xce5fbf9e4_2;0;0;0;-1;2.5e-07;10425.2
0x7ff694b3f_1;0;0;0;-1;2e-07;10425.2
0x10de024aac_2;0;0;0;-1;2.21e-07;10425.2
0x11243af264_2;0;0;0;-1;6.21e-07;10425.2
0x8d7497622_1;0;0;0;-1;6.21e-07;10425.2
0xfcc12ba8c_2;0;0;0;-1;6.91e-07;10425.2
0xd09a6fb49_2;0;0;0;-1;7.11e-07;10425.2
0xa1d2b0f5e_1;0;0;0;-1;5.11e-07;10425.2
0x8b068af59_0;0;0;0;-1;0.28412;10425.5
0xedd7067e5_2;0;0;0;-1;8.12e-07;10425.5
0x993b9bbc5_0;0;0;0;-1;2.21e-07;10425.5
0xc525521b_1;0;0;0;-1;2.8e-07;10425.5
0x542188066_2;0;0;0;-1;2.8e-07;10425.5
0xf8c19327c_0;0;0;0;-1;2.8e-07;10425.5
0x7292c5a94_2;0;0;0;-1;2.61e-07;10425.5
0x10d7c99428_2;0;0;0;-1;5.01e-07;10425.5
0x84595ebdd_2;0;0;0;-1;3.1e-07;10425.5
0x3cd7197cf_2;0;0;0;-1;2e-07;10425.5
0x23be0895d_1;0;0;0;-1;3.51e-07;10425.5
0x1069667c48_2;0;0;0;-1;2e-07;10425.5
0x5efb01325_2;0;0;0;-1;2.6e-07;10425.5
0x65859d7c6_1;0;0;0;-1;2.9e-07;10425.5
0x9365977e8_1;0;0;0;-1;2.7e-07;10425.5
0x2f01ac972_1;0;0;0;-1;1.9e-07;10425.5
0x3f6af3366_1;0;0;0;-1;2.81e-07;10425.5
0x567e9e200_1;0;0;0;-1;1.8e-07;10425.5
0x1114a12b30_0;0;0;0;-1;3.01e-07;10425.5
0x9fa9e388c_0;0;0;0;-1;6.71e-07;10425.5
0x18b306e8c_2;0;0;0;-1;6.81e-07;10425.5
0x33dbf7ece_0;0;0;0;-1;5.41e-07;10425.5
0xcf0dee51_1;0;0;0;-1;7.02e-07;10425.5
0x101a401e96_2;0;0;0;-1;3e-07;10425.5
0x7538d40d9_0;0;0;0;-1;2.51e-07;10425.5
0xc51f7e129_2;0;0;0;-1;20.456;10446
0x8e654b9c6_0;0;0;0;-1;5.81e-07;10446
0x81a1c9817_2;0;0;0;-1;5.01e-07;10446
0x922d9843_1;0;0;0;-1;3.1e-07;10446
0x76fd6f15c_2;0;0;0;-1;2.9e-07;10446
0xa8487d19b_1;0;0;0;-1;3.11e-07;10446
0xc530c668c_2;0;0;0;-1;2.71e-07;10446
0xb52e83fc2_2;0;0;0;-1;2.91e-07;10446
0x9e96e18d_2;0;0;0;-1;3.4e-07;10446
0x1002bc88e4_0;0;0;0;-1;2.2e-07;10446
0x61e2e0ad0_0;0;0;0;-1;2.61e-07;10446
0xd4e08c353_1;0;0;0;-1;3.31e-07;10446
0x2742b9dca_1;0;0;0;-1;2.81e-07;10446
0x11dfa081c1_2;0;0;0;-1;2.01e-07;10446
0x54177a86e_0;0;0;0;-1;2.9e-07;10446
0x8367ecd5_0;0;0;0;-1;1.9e-07;10446
0xa719a0691_1;0;0;0;-1;2.61e-07;10446
0xb8b01bba8_1;0;0;0;-1;2.5e-07;10446
0xdb553c19b_1;0;0;0;-1;3.01e-07;10446
0x91a441c9b_1;0;0;0;-1;2.8e-07;10446
0xc3d1a438b_1;0;0;0;-1;3.01e-07;10446
0x805528de4_1;0;0;0;-1;3.31e-07;10446
0x8bf7db50a_2;0;0;0;-1;1.8e-07;10446
0xbfc28e148_0;0;0;0;-1;3.1e-07;10446
0x7fb3783e1_0;0;0;0;-1;2e-07;10446
0x355b66703_2;0;0;0;-1;3.51e-07;10446
0xb10ca33c5_1;0;0;0;-1;3.51e-07;10446
0xd60f27da2_1;0;0;0;-1;2.7e-07;10446
0xfffe9ad57_1;0;0;0;-1;2.8e-07;10446
0x23f67f7a8_1;0;0;0;-1;1.9e-07;10446
0x11e0daf122_1;0;0;0;-1;3.5e-07;10446
0x1d8dc0675_1;0;0;0;-1;3.21e-07;10446
0x843a89ae6_2;0;0;0;-1;2.81e-07;10446
0xfb2ab03e5_2;0;0;0;-1;3.31e-07;10446
0xb6feb86a8_2;0;0;0;-1;2.61e-07;10446
0x1489378aa_1;0;0;0;-1;2.91e-07;10446
0x11fc7a69b4_1;0;0;0;-1;2.91e-07;10446
0xea29dbd2a_1;0;0;0;-1;2.81e-07;10446
0xd9c5106cc_0;0;0;0;-1;2.81e-07;10446
0x46a374787_0;0;0;0;-1;1.9e-07;10446
0x1156c0435e_0;0;0;0;-1;2.31e-07;10446
0x46df30602_2;0;0;0;-1;3.41e-07;10446
0x732d10d64_1;0;0;0;-1;2.81e-07;10446
0x5adeec664_2;0;0;0;-1;6.31e-07;10446
0x4f14bb737_1;0;0;0;-1;2.81e-07;10446
0x5a0bd3085_2;0;0;0;-1;1.9e-07;10446
0xcd4c21357_1;0;0;0;-1;1.91e-07;10446
0x1222daa850_1;0;0;0;-1;4.51e-07;10446
0x48f1b7b35_2;0;0;0;-1;8.91e-07;10446
0xe79c85a81_0;0;0;0;-1;3.3e-07;10446
0xe09960c48_2;0;0;0;-1;2.31e-07;10446
0x107c90a6c_2;0;0;0;-1;2.9e-07;10446
0x7410d7f44_0;0;0;0;-1;2e-07;10446
0x11f668e63_0;0;0;0;-1;3.81e-07;10446.1
0x7bfbc7e0f_2;0;0;0;-1;5.61e-07;10446.1
0xef3a36658_0;0;0;0;-1;4.71e-07;10446.1
0xa6f6efa6e_0;0;0;0;-1;5.92e-07;10446.1
0xbd4b548a8_2;0;0;0;-1;3.01e-07;10446.1
0x135e199db_0;0;0;0;-1;2.81e-07;10446.1
0xce3fe83ce_0;0;0;0;-1;3.01e-07;10446.1
0x989798be4_2;0;0;0;-1;2e-07;10446.1
0x1164b54d26_0;0;0;0;-1;3.2e-07;10446.1
0xe26a68953_1;0;0;0;-1;2.6e-07;10446.1
0xba64f3052_1;0;0;0;-1;2.91e-07;10446.1
0x9a04690fd_2;0;0;0;-1;2.71e-07;10446.1
0x93623c4be_1;1;0;218;-1;8.96155;10455
0xec43485df_0;0;0;0;-1;8.92e-07;10455
0x9cde50be_1;0;0;0;-1;3.81e-07;10455
0xe54c177e6_0;0;0;0;-1;2.91e-07;10455
0xd24f24829_0;0;0;0;-1;2.31e-07;10455
0xcb045485d_1;0;0;0;-1;3.31e-07;10455
0xd9696b8ff_0;0;0;0;-1;1.91e-07;10455
